Position,Hand,Hand Type,Recommended Action
BTN,AJs,Strong,"Raise, call 3-bet in position"
HJ,72o,Trash,Fold (unplayable)
CO,QTo,Marginal,"Call if folded to, fold to aggression"
UTG,AA,Premium,Raise (almost always)
UTG,QTo,Marginal,Fold (too weak early)
UTG,22,Marginal,Fold (too weak early)
SB,AJs,Strong,"Raise, call 3-bet in position"
UTG+1,QTo,Marginal,Fold (too weak early)
MP,T3o,Trash,Fold (unplayable)
BB,KQs,Strong,"Call, fold to large 3-bet"
BTN,J4o,Trash,Fold (unplayable)
SB,A9o,Marginal,"Call if folded to, fold to aggression"
BB,KK,Premium,Raise (almost always)
SB,KK,Premium,Raise (almost always)
CO,JJ,Strong,"Raise, call 3-bet in position"
HJ,QTo,Marginal,"Call if folded to, fold to aggression"
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
HJ,AJs,Strong,"Call, fold to large 3-bet"
CO,87s,Speculative,Fold (not profitable OOP)
BTN,TT,Strong,"Raise, call 3-bet in position"
BTN,87s,Speculative,"Call if no raise, fold to raise"
CO,AQs,Strong,"Raise, call 3-bet in position"
BB,AKs,Premium,Raise (almost always)
SB,AA,Premium,Raise (almost always)
MP,A5s,Speculative,Fold (not profitable OOP)
BB,83o,Trash,Fold (unplayable)
HJ,KK,Premium,Raise (almost always)
UTG,72o,Trash,Fold (unplayable)
SB,QQ,Premium,Raise (almost always)
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
UTG+1,AKs,Premium,Raise (almost always)
UTG+1,T3o,Trash,Fold (unplayable)
SB,T3o,Trash,Fold (unplayable)
HJ,AJs,Strong,"Call, fold to large 3-bet"
SB,AA,Premium,Raise (almost always)
UTG+1,KTs,Speculative,Fold (not profitable OOP)
CO,A9o,Marginal,"Call if folded to, fold to aggression"
CO,KK,Premium,Raise (almost always)
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
MP,A5s,Speculative,Fold (not profitable OOP)
SB,QTo,Marginal,"Call if folded to, fold to aggression"
UTG,AJs,Strong,"Call, fold to large 3-bet"
HJ,QQ,Premium,Raise (almost always)
BB,72o,Trash,Fold (unplayable)
UTG,AQs,Strong,"Call, fold to large 3-bet"
CO,QQ,Premium,Raise (almost always)
UTG,JJ,Strong,"Call, fold to large 3-bet"
MP,KK,Premium,Raise (almost always)
CO,T3o,Trash,Fold (unplayable)
BTN,QQ,Premium,Raise (almost always)
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
SB,A9o,Marginal,"Call if folded to, fold to aggression"
BB,KQs,Strong,"Call, fold to large 3-bet"
UTG,AQs,Strong,"Call, fold to large 3-bet"
CO,T3o,Trash,Fold (unplayable)
BTN,KJo,Marginal,"Call if folded to, fold to aggression"
SB,J9s,Marginal,"Call if folded to, fold to aggression"
SB,QTo,Marginal,"Call if folded to, fold to aggression"
UTG,T9s,Speculative,Fold (not profitable OOP)
BB,22,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
HJ,TT,Strong,"Call, fold to large 3-bet"
HJ,QTo,Marginal,"Call if folded to, fold to aggression"
UTG,95o,Trash,Fold (unplayable)
UTG,A5s,Speculative,Fold (not profitable OOP)
UTG+1,87s,Speculative,Fold (not profitable OOP)
MP,83o,Trash,Fold (unplayable)
BTN,JJ,Strong,"Raise, call 3-bet in position"
BB,KK,Premium,Raise (almost always)
MP,22,Marginal,Fold (too weak early)
UTG+1,TT,Strong,"Call, fold to large 3-bet"
UTG,87s,Speculative,Fold (not profitable OOP)
CO,72o,Trash,Fold (unplayable)
BTN,QQ,Premium,Raise (almost always)
CO,98s,Speculative,Fold (not profitable OOP)
BTN,T3o,Trash,Fold (unplayable)
CO,KJo,Marginal,"Call if folded to, fold to aggression"
HJ,JJ,Strong,"Call, fold to large 3-bet"
UTG,95o,Trash,Fold (unplayable)
BTN,QQ,Premium,Raise (almost always)
UTG,JJ,Strong,"Call, fold to large 3-bet"
BTN,AQs,Strong,"Raise, call 3-bet in position"
UTG+1,72o,Trash,Fold (unplayable)
BTN,J9s,Marginal,"Call if folded to, fold to aggression"
SB,22,Marginal,"Call if folded to, fold to aggression"
BB,98s,Speculative,"Call if no raise, fold to raise"
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,72o,Trash,Fold (unplayable)
MP,TT,Strong,"Call, fold to large 3-bet"
MP,TT,Strong,"Call, fold to large 3-bet"
UTG+1,A9o,Marginal,Fold (too weak early)
SB,JJ,Strong,"Raise, call 3-bet in position"
SB,TT,Strong,"Raise, call 3-bet in position"
UTG+1,QTo,Marginal,Fold (too weak early)
SB,KQs,Strong,"Raise, call 3-bet in position"
HJ,98s,Speculative,Fold (not profitable OOP)
UTG+1,J9s,Marginal,Fold (too weak early)
HJ,J4o,Trash,Fold (unplayable)
CO,T9s,Speculative,Fold (not profitable OOP)
UTG+1,KK,Premium,Raise (almost always)
UTG+1,QQ,Premium,Raise (almost always)
BTN,KK,Premium,Raise (almost always)
UTG,QQ,Premium,Raise (almost always)
SB,KJo,Marginal,"Call if folded to, fold to aggression"
SB,KK,Premium,Raise (almost always)
BTN,AQs,Strong,"Raise, call 3-bet in position"
CO,QQ,Premium,Raise (almost always)
MP,KTs,Speculative,Fold (not profitable OOP)
CO,A5s,Speculative,Fold (not profitable OOP)
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
HJ,J9s,Marginal,"Call if folded to, fold to aggression"
UTG+1,KJo,Marginal,Fold (too weak early)
BTN,83o,Trash,Fold (unplayable)
BB,98s,Speculative,"Call if no raise, fold to raise"
BTN,72o,Trash,Fold (unplayable)
BTN,J4o,Trash,Fold (unplayable)
CO,QQ,Premium,Raise (almost always)
HJ,TT,Strong,"Call, fold to large 3-bet"
MP,JJ,Strong,"Call, fold to large 3-bet"
SB,AJs,Strong,"Raise, call 3-bet in position"
HJ,AKs,Premium,Raise (almost always)
CO,98s,Speculative,Fold (not profitable OOP)
UTG+1,87s,Speculative,Fold (not profitable OOP)
UTG,87s,Speculative,Fold (not profitable OOP)
MP,A9o,Marginal,Fold (too weak early)
BTN,T3o,Trash,Fold (unplayable)
UTG+1,83o,Trash,Fold (unplayable)
UTG+1,83o,Trash,Fold (unplayable)
HJ,J4o,Trash,Fold (unplayable)
UTG+1,A5s,Speculative,Fold (not profitable OOP)
HJ,AKs,Premium,Raise (almost always)
UTG+1,A9o,Marginal,Fold (too weak early)
BB,JJ,Strong,"Call, fold to large 3-bet"
UTG+1,AA,Premium,Raise (almost always)
UTG,KJo,Marginal,Fold (too weak early)
HJ,AQs,Strong,"Call, fold to large 3-bet"
CO,AJs,Strong,"Raise, call 3-bet in position"
UTG+1,KQs,Strong,"Call, fold to large 3-bet"
UTG+1,A9o,Marginal,Fold (too weak early)
HJ,98s,Speculative,Fold (not profitable OOP)
MP,TT,Strong,"Call, fold to large 3-bet"
UTG+1,J4o,Trash,Fold (unplayable)
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,83o,Trash,Fold (unplayable)
HJ,AQs,Strong,"Call, fold to large 3-bet"
SB,AKs,Premium,Raise (almost always)
MP,83o,Trash,Fold (unplayable)
MP,TT,Strong,"Call, fold to large 3-bet"
CO,KTs,Speculative,Fold (not profitable OOP)
UTG+1,KK,Premium,Raise (almost always)
BB,72o,Trash,Fold (unplayable)
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
BB,TT,Strong,"Call, fold to large 3-bet"
MP,QQ,Premium,Raise (almost always)
MP,T9s,Speculative,Fold (not profitable OOP)
BB,KK,Premium,Raise (almost always)
SB,J4o,Trash,Fold (unplayable)
BB,T9s,Speculative,"Call if no raise, fold to raise"
BB,AQs,Strong,"Call, fold to large 3-bet"
SB,T9s,Speculative,"Call if no raise, fold to raise"
CO,KQs,Strong,"Raise, call 3-bet in position"
CO,KJo,Marginal,"Call if folded to, fold to aggression"
UTG,A5s,Speculative,Fold (not profitable OOP)
BB,95o,Trash,Fold (unplayable)
UTG,72o,Trash,Fold (unplayable)
CO,83o,Trash,Fold (unplayable)
UTG+1,98s,Speculative,Fold (not profitable OOP)
HJ,AKs,Premium,Raise (almost always)
BB,KQs,Strong,"Call, fold to large 3-bet"
CO,KTs,Speculative,Fold (not profitable OOP)
UTG,98s,Speculative,Fold (not profitable OOP)
SB,95o,Trash,Fold (unplayable)
UTG+1,KTs,Speculative,Fold (not profitable OOP)
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,95o,Trash,Fold (unplayable)
BTN,A5s,Speculative,"Call if no raise, fold to raise"
UTG+1,95o,Trash,Fold (unplayable)
HJ,J9s,Marginal,"Call if folded to, fold to aggression"
UTG+1,KTs,Speculative,Fold (not profitable OOP)
BTN,KK,Premium,Raise (almost always)
SB,KJo,Marginal,"Call if folded to, fold to aggression"
UTG+1,98s,Speculative,Fold (not profitable OOP)
UTG+1,KK,Premium,Raise (almost always)
MP,95o,Trash,Fold (unplayable)
BTN,98s,Speculative,"Call if no raise, fold to raise"
BTN,KK,Premium,Raise (almost always)
CO,J9s,Marginal,"Call if folded to, fold to aggression"
SB,87s,Speculative,"Call if no raise, fold to raise"
HJ,QQ,Premium,Raise (almost always)
HJ,AJs,Strong,"Call, fold to large 3-bet"
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG+1,J9s,Marginal,Fold (too weak early)
UTG+1,QTo,Marginal,Fold (too weak early)
SB,JJ,Strong,"Raise, call 3-bet in position"
CO,J9s,Marginal,"Call if folded to, fold to aggression"
UTG+1,72o,Trash,Fold (unplayable)
MP,T3o,Trash,Fold (unplayable)
CO,22,Marginal,"Call if folded to, fold to aggression"
BTN,QQ,Premium,Raise (almost always)
UTG+1,TT,Strong,"Call, fold to large 3-bet"
SB,95o,Trash,Fold (unplayable)
MP,JJ,Strong,"Call, fold to large 3-bet"
CO,AQs,Strong,"Raise, call 3-bet in position"
CO,22,Marginal,"Call if folded to, fold to aggression"
CO,AQs,Strong,"Raise, call 3-bet in position"
UTG,95o,Trash,Fold (unplayable)
HJ,AKs,Premium,Raise (almost always)
UTG+1,98s,Speculative,Fold (not profitable OOP)
UTG,QQ,Premium,Raise (almost always)
CO,KQs,Strong,"Raise, call 3-bet in position"
SB,T3o,Trash,Fold (unplayable)
HJ,KK,Premium,Raise (almost always)
CO,QQ,Premium,Raise (almost always)
UTG+1,J4o,Trash,Fold (unplayable)
SB,KQs,Strong,"Raise, call 3-bet in position"
BB,AQs,Strong,"Call, fold to large 3-bet"
MP,95o,Trash,Fold (unplayable)
BTN,KTs,Speculative,"Call if no raise, fold to raise"
MP,J4o,Trash,Fold (unplayable)
UTG+1,TT,Strong,"Call, fold to large 3-bet"
CO,QQ,Premium,Raise (almost always)
CO,KJo,Marginal,"Call if folded to, fold to aggression"
UTG+1,A9o,Marginal,Fold (too weak early)
MP,QQ,Premium,Raise (almost always)
UTG,A5s,Speculative,Fold (not profitable OOP)
CO,QQ,Premium,Raise (almost always)
CO,QQ,Premium,Raise (almost always)
UTG+1,98s,Speculative,Fold (not profitable OOP)
HJ,T9s,Speculative,Fold (not profitable OOP)
BTN,QQ,Premium,Raise (almost always)
MP,QQ,Premium,Raise (almost always)
BB,QQ,Premium,Raise (almost always)
HJ,AA,Premium,Raise (almost always)
BTN,AJs,Strong,"Raise, call 3-bet in position"
MP,72o,Trash,Fold (unplayable)
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
HJ,T3o,Trash,Fold (unplayable)
CO,JJ,Strong,"Raise, call 3-bet in position"
SB,J4o,Trash,Fold (unplayable)
BB,AA,Premium,Raise (almost always)
BTN,98s,Speculative,"Call if no raise, fold to raise"
MP,QTo,Marginal,Fold (too weak early)
UTG,A9o,Marginal,Fold (too weak early)
UTG+1,KQs,Strong,"Call, fold to large 3-bet"
SB,22,Marginal,"Call if folded to, fold to aggression"
UTG+1,98s,Speculative,Fold (not profitable OOP)
MP,J9s,Marginal,Fold (too weak early)
UTG+1,72o,Trash,Fold (unplayable)
SB,A5s,Speculative,"Call if no raise, fold to raise"
UTG+1,AA,Premium,Raise (almost always)
BTN,AQs,Strong,"Raise, call 3-bet in position"
MP,TT,Strong,"Call, fold to large 3-bet"
UTG,J4o,Trash,Fold (unplayable)
HJ,AQs,Strong,"Call, fold to large 3-bet"
BTN,22,Marginal,"Call if folded to, fold to aggression"
HJ,72o,Trash,Fold (unplayable)
SB,AQs,Strong,"Raise, call 3-bet in position"
SB,T9s,Speculative,"Call if no raise, fold to raise"
MP,KK,Premium,Raise (almost always)
SB,QQ,Premium,Raise (almost always)
BB,AA,Premium,Raise (almost always)
UTG+1,KTs,Speculative,Fold (not profitable OOP)
UTG+1,98s,Speculative,Fold (not profitable OOP)
SB,J4o,Trash,Fold (unplayable)
HJ,J4o,Trash,Fold (unplayable)
CO,A5s,Speculative,Fold (not profitable OOP)
BTN,T3o,Trash,Fold (unplayable)
BTN,22,Marginal,"Call if folded to, fold to aggression"
UTG,QQ,Premium,Raise (almost always)
BB,AKs,Premium,Raise (almost always)
SB,22,Marginal,"Call if folded to, fold to aggression"
BB,95o,Trash,Fold (unplayable)
UTG,J4o,Trash,Fold (unplayable)
HJ,KK,Premium,Raise (almost always)
UTG,AA,Premium,Raise (almost always)
BTN,J9s,Marginal,"Call if folded to, fold to aggression"
BTN,J4o,Trash,Fold (unplayable)
MP,98s,Speculative,Fold (not profitable OOP)
MP,98s,Speculative,Fold (not profitable OOP)
SB,J9s,Marginal,"Call if folded to, fold to aggression"
BB,87s,Speculative,"Call if no raise, fold to raise"
CO,95o,Trash,Fold (unplayable)
CO,83o,Trash,Fold (unplayable)
BTN,AQs,Strong,"Raise, call 3-bet in position"
MP,AA,Premium,Raise (almost always)
SB,J4o,Trash,Fold (unplayable)
BB,T9s,Speculative,"Call if no raise, fold to raise"
UTG,A5s,Speculative,Fold (not profitable OOP)
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
SB,QQ,Premium,Raise (almost always)
CO,QQ,Premium,Raise (almost always)
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
BB,95o,Trash,Fold (unplayable)
MP,QQ,Premium,Raise (almost always)
UTG+1,KK,Premium,Raise (almost always)
UTG,98s,Speculative,Fold (not profitable OOP)
MP,J4o,Trash,Fold (unplayable)
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
CO,KJo,Marginal,"Call if folded to, fold to aggression"
UTG+1,72o,Trash,Fold (unplayable)
SB,AKs,Premium,Raise (almost always)
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
HJ,AA,Premium,Raise (almost always)
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
UTG+1,72o,Trash,Fold (unplayable)
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
BTN,AJs,Strong,"Raise, call 3-bet in position"
BTN,KQs,Strong,"Raise, call 3-bet in position"
CO,KK,Premium,Raise (almost always)
BB,AKs,Premium,Raise (almost always)
SB,87s,Speculative,"Call if no raise, fold to raise"
MP,QTo,Marginal,Fold (too weak early)
HJ,J9s,Marginal,"Call if folded to, fold to aggression"
BB,JJ,Strong,"Call, fold to large 3-bet"
HJ,87s,Speculative,Fold (not profitable OOP)
SB,A5s,Speculative,"Call if no raise, fold to raise"
BB,A5s,Speculative,"Call if no raise, fold to raise"
BTN,KTs,Speculative,"Call if no raise, fold to raise"
BB,AKs,Premium,Raise (almost always)
SB,AKs,Premium,Raise (almost always)
MP,KJo,Marginal,Fold (too weak early)
CO,AA,Premium,Raise (almost always)
BB,87s,Speculative,"Call if no raise, fold to raise"
BB,T3o,Trash,Fold (unplayable)
UTG,72o,Trash,Fold (unplayable)
SB,98s,Speculative,"Call if no raise, fold to raise"
MP,22,Marginal,Fold (too weak early)
CO,TT,Strong,"Raise, call 3-bet in position"
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
MP,83o,Trash,Fold (unplayable)
HJ,AKs,Premium,Raise (almost always)
SB,KQs,Strong,"Raise, call 3-bet in position"
SB,T9s,Speculative,"Call if no raise, fold to raise"
SB,AKs,Premium,Raise (almost always)
HJ,A5s,Speculative,Fold (not profitable OOP)
BTN,AKs,Premium,Raise (almost always)
UTG,98s,Speculative,Fold (not profitable OOP)
UTG+1,AKs,Premium,Raise (almost always)
UTG,QTo,Marginal,Fold (too weak early)
MP,AA,Premium,Raise (almost always)
SB,JJ,Strong,"Raise, call 3-bet in position"
HJ,QQ,Premium,Raise (almost always)
BB,KTs,Speculative,"Call if no raise, fold to raise"
UTG+1,KK,Premium,Raise (almost always)
BTN,QQ,Premium,Raise (almost always)
BTN,KTs,Speculative,"Call if no raise, fold to raise"
HJ,QQ,Premium,Raise (almost always)
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
UTG+1,QTo,Marginal,Fold (too weak early)
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
BTN,T9s,Speculative,"Call if no raise, fold to raise"
HJ,T3o,Trash,Fold (unplayable)
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
BB,72o,Trash,Fold (unplayable)
BTN,AA,Premium,Raise (almost always)
CO,83o,Trash,Fold (unplayable)
BTN,AKs,Premium,Raise (almost always)
MP,A5s,Speculative,Fold (not profitable OOP)
HJ,22,Marginal,"Call if folded to, fold to aggression"
HJ,72o,Trash,Fold (unplayable)
UTG,JJ,Strong,"Call, fold to large 3-bet"
HJ,83o,Trash,Fold (unplayable)
BB,AJs,Strong,"Call, fold to large 3-bet"
BB,KK,Premium,Raise (almost always)
CO,T3o,Trash,Fold (unplayable)
UTG,QTo,Marginal,Fold (too weak early)
SB,AQs,Strong,"Raise, call 3-bet in position"
UTG+1,QQ,Premium,Raise (almost always)
UTG+1,A9o,Marginal,Fold (too weak early)
SB,AA,Premium,Raise (almost always)
SB,A9o,Marginal,"Call if folded to, fold to aggression"
UTG,AKs,Premium,Raise (almost always)
HJ,TT,Strong,"Call, fold to large 3-bet"
UTG+1,T3o,Trash,Fold (unplayable)
BTN,T9s,Speculative,"Call if no raise, fold to raise"
SB,KJo,Marginal,"Call if folded to, fold to aggression"
UTG,AQs,Strong,"Call, fold to large 3-bet"
UTG+1,KJo,Marginal,Fold (too weak early)
HJ,T9s,Speculative,Fold (not profitable OOP)
BTN,JJ,Strong,"Raise, call 3-bet in position"
BB,AA,Premium,Raise (almost always)
SB,AQs,Strong,"Raise, call 3-bet in position"
MP,J4o,Trash,Fold (unplayable)
SB,J9s,Marginal,"Call if folded to, fold to aggression"
BB,T3o,Trash,Fold (unplayable)
BB,72o,Trash,Fold (unplayable)
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
BTN,22,Marginal,"Call if folded to, fold to aggression"
BB,T9s,Speculative,"Call if no raise, fold to raise"
HJ,95o,Trash,Fold (unplayable)
CO,95o,Trash,Fold (unplayable)
UTG+1,AA,Premium,Raise (almost always)
SB,AA,Premium,Raise (almost always)
MP,95o,Trash,Fold (unplayable)
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
UTG+1,A5s,Speculative,Fold (not profitable OOP)
SB,TT,Strong,"Raise, call 3-bet in position"
CO,KQs,Strong,"Raise, call 3-bet in position"
BB,QQ,Premium,Raise (almost always)
UTG+1,98s,Speculative,Fold (not profitable OOP)
MP,95o,Trash,Fold (unplayable)
CO,AJs,Strong,"Raise, call 3-bet in position"
SB,J9s,Marginal,"Call if folded to, fold to aggression"
UTG+1,KTs,Speculative,Fold (not profitable OOP)
MP,98s,Speculative,Fold (not profitable OOP)
UTG,QQ,Premium,Raise (almost always)
BB,KK,Premium,Raise (almost always)
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
UTG,AJs,Strong,"Call, fold to large 3-bet"
SB,J9s,Marginal,"Call if folded to, fold to aggression"
UTG,87s,Speculative,Fold (not profitable OOP)
UTG,J4o,Trash,Fold (unplayable)
HJ,72o,Trash,Fold (unplayable)
UTG+1,A5s,Speculative,Fold (not profitable OOP)
CO,T3o,Trash,Fold (unplayable)
UTG,KJo,Marginal,Fold (too weak early)
UTG+1,QTo,Marginal,Fold (too weak early)
CO,JJ,Strong,"Raise, call 3-bet in position"
UTG+1,KJo,Marginal,Fold (too weak early)
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
SB,QQ,Premium,Raise (almost always)
SB,AQs,Strong,"Raise, call 3-bet in position"
BTN,AA,Premium,Raise (almost always)
MP,KJo,Marginal,Fold (too weak early)
