Position,Hand,Hand Type,Recommended Action
MP,QTo,Marginal,Fold (too weak early)
MP,J9s,Marginal,Fold (too weak early)
BB,T3o,Trash,Fold (unplayable)
SB,AJs,Strong,"Raise, call 3-bet in position"
UTG+1,A5s,Speculative,Fold (not profitable OOP)
CO,TT,Strong,"Raise, call 3-bet in position"
UTG,98s,Speculative,Fold (not profitable OOP)
MP,72o,Trash,Fold (unplayable)
SB,A9o,Marginal,"Call if folded to, fold to aggression"
CO,KTs,Speculative,Fold (not profitable OOP)
UTG,T3o,Trash,Fold (unplayable)
HJ,JJ,Strong,"Call, fold to large 3-bet"
BTN,AQs,Strong,"Raise, call 3-bet in position"
UTG+1,AA,Premium,Raise (almost always)
UTG+1,KTs,Speculative,Fold (not profitable OOP)
BTN,QQ,Premium,Raise (almost always)
UTG,KK,Premium,Raise (almost always)
BTN,83o,Trash,Fold (unplayable)
MP,98s,Speculative,Fold (not profitable OOP)
BTN,KQs,Strong,"Raise, call 3-bet in position"
UTG+1,KQs,Strong,"Call, fold to large 3-bet"
SB,A9o,Marginal,"Call if folded to, fold to aggression"
SB,AKs,Premium,Raise (almost always)
UTG,T9s,Speculative,Fold (not profitable OOP)
UTG+1,72o,Trash,Fold (unplayable)
UTG,AQs,Strong,"Call, fold to large 3-bet"
CO,A5s,Speculative,Fold (not profitable OOP)
HJ,AA,Premium,Raise (almost always)
UTG+1,KJo,Marginal,Fold (too weak early)
UTG,TT,Strong,"Call, fold to large 3-bet"
CO,KQs,Strong,"Raise, call 3-bet in position"
BB,T9s,Speculative,"Call if no raise, fold to raise"
UTG,JJ,Strong,"Call, fold to large 3-bet"
SB,KQs,Strong,"Raise, call 3-bet in position"
BTN,TT,Strong,"Raise, call 3-bet in position"
MP,AKs,Premium,Raise (almost always)
BB,JJ,Strong,"Call, fold to large 3-bet"
UTG,AQs,Strong,"Call, fold to large 3-bet"
MP,AJs,Strong,"Call, fold to large 3-bet"
BB,JJ,Strong,"Call, fold to large 3-bet"
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
SB,22,Marginal,"Call if folded to, fold to aggression"
UTG,98s,Speculative,Fold (not profitable OOP)
BB,A5s,Speculative,"Call if no raise, fold to raise"
HJ,87s,Speculative,Fold (not profitable OOP)
UTG+1,98s,Speculative,Fold (not profitable OOP)
UTG+1,T3o,Trash,Fold (unplayable)
CO,KK,Premium,Raise (almost always)
UTG+1,QTo,Marginal,Fold (too weak early)
UTG+1,72o,Trash,Fold (unplayable)
BB,QQ,Premium,Raise (almost always)
HJ,J4o,Trash,Fold (unplayable)
BB,KTs,Speculative,"Call if no raise, fold to raise"
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
BTN,A5s,Speculative,"Call if no raise, fold to raise"
UTG,AKs,Premium,Raise (almost always)
BTN,72o,Trash,Fold (unplayable)
SB,83o,Trash,Fold (unplayable)
UTG,QTo,Marginal,Fold (too weak early)
CO,KJo,Marginal,"Call if folded to, fold to aggression"
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
UTG,98s,Speculative,Fold (not profitable OOP)
SB,AQs,Strong,"Raise, call 3-bet in position"
UTG,KQs,Strong,"Call, fold to large 3-bet"
UTG+1,KTs,Speculative,Fold (not profitable OOP)
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BB,83o,Trash,Fold (unplayable)
BTN,87s,Speculative,"Call if no raise, fold to raise"
SB,QQ,Premium,Raise (almost always)
HJ,T9s,Speculative,Fold (not profitable OOP)
UTG+1,95o,Trash,Fold (unplayable)
UTG,QQ,Premium,Raise (almost always)
BTN,A5s,Speculative,"Call if no raise, fold to raise"
CO,J9s,Marginal,"Call if folded to, fold to aggression"
MP,JJ,Strong,"Call, fold to large 3-bet"
HJ,QQ,Premium,Raise (almost always)
MP,QTo,Marginal,Fold (too weak early)
SB,87s,Speculative,"Call if no raise, fold to raise"
HJ,KQs,Strong,"Call, fold to large 3-bet"
SB,AKs,Premium,Raise (almost always)
UTG,AA,Premium,Raise (almost always)
BB,AA,Premium,Raise (almost always)
BB,87s,Speculative,"Call if no raise, fold to raise"
SB,JJ,Strong,"Raise, call 3-bet in position"
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
BTN,98s,Speculative,"Call if no raise, fold to raise"
MP,JJ,Strong,"Call, fold to large 3-bet"
BB,83o,Trash,Fold (unplayable)
HJ,QQ,Premium,Raise (almost always)
CO,JJ,Strong,"Raise, call 3-bet in position"
BTN,AA,Premium,Raise (almost always)
UTG,J9s,Marginal,Fold (too weak early)
CO,KK,Premium,Raise (almost always)
UTG+1,72o,Trash,Fold (unplayable)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
HJ,87s,Speculative,Fold (not profitable OOP)
HJ,22,Marginal,"Call if folded to, fold to aggression"
BTN,A5s,Speculative,"Call if no raise, fold to raise"
UTG+1,22,Marginal,Fold (too weak early)
UTG+1,T9s,Speculative,Fold (not profitable OOP)
MP,KK,Premium,Raise (almost always)
BB,95o,Trash,Fold (unplayable)
BB,98s,Speculative,"Call if no raise, fold to raise"
BTN,T9s,Speculative,"Call if no raise, fold to raise"
HJ,AQs,Strong,"Call, fold to large 3-bet"
CO,KTs,Speculative,Fold (not profitable OOP)
BB,T3o,Trash,Fold (unplayable)
MP,J4o,Trash,Fold (unplayable)
CO,83o,Trash,Fold (unplayable)
BB,KK,Premium,Raise (almost always)
UTG+1,KK,Premium,Raise (almost always)
HJ,87s,Speculative,Fold (not profitable OOP)
UTG,J4o,Trash,Fold (unplayable)
HJ,87s,Speculative,Fold (not profitable OOP)
BTN,KQs,Strong,"Raise, call 3-bet in position"
UTG,KQs,Strong,"Call, fold to large 3-bet"
SB,JJ,Strong,"Raise, call 3-bet in position"
UTG+1,A5s,Speculative,Fold (not profitable OOP)
UTG,A5s,Speculative,Fold (not profitable OOP)
SB,T3o,Trash,Fold (unplayable)
UTG+1,AA,Premium,Raise (almost always)
UTG+1,TT,Strong,"Call, fold to large 3-bet"
BTN,72o,Trash,Fold (unplayable)
BTN,AJs,Strong,"Raise, call 3-bet in position"
MP,22,Marginal,Fold (too weak early)
BTN,KJo,Marginal,"Call if folded to, fold to aggression"
UTG,22,Marginal,Fold (too weak early)
CO,KJo,Marginal,"Call if folded to, fold to aggression"
UTG,T3o,Trash,Fold (unplayable)
SB,AJs,Strong,"Raise, call 3-bet in position"
BB,JJ,Strong,"Call, fold to large 3-bet"
UTG,AA,Premium,Raise (almost always)
BTN,83o,Trash,Fold (unplayable)
HJ,QQ,Premium,Raise (almost always)
UTG,TT,Strong,"Call, fold to large 3-bet"
UTG,KTs,Speculative,Fold (not profitable OOP)
BB,AKs,Premium,Raise (almost always)
HJ,J4o,Trash,Fold (unplayable)
SB,AA,Premium,Raise (almost always)
SB,A9o,Marginal,"Call if folded to, fold to aggression"
BTN,72o,Trash,Fold (unplayable)
CO,AJs,Strong,"Raise, call 3-bet in position"
CO,QQ,Premium,Raise (almost always)
BB,AQs,Strong,"Call, fold to large 3-bet"
UTG,JJ,Strong,"Call, fold to large 3-bet"
SB,QQ,Premium,Raise (almost always)
CO,KJo,Marginal,"Call if folded to, fold to aggression"
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,T3o,Trash,Fold (unplayable)
BTN,A5s,Speculative,"Call if no raise, fold to raise"
BTN,KJo,Marginal,"Call if folded to, fold to aggression"
SB,A9o,Marginal,"Call if folded to, fold to aggression"
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
CO,AA,Premium,Raise (almost always)
SB,KQs,Strong,"Raise, call 3-bet in position"
UTG+1,QQ,Premium,Raise (almost always)
MP,T9s,Speculative,Fold (not profitable OOP)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
BTN,AQs,Strong,"Raise, call 3-bet in position"
MP,72o,Trash,Fold (unplayable)
UTG,KJo,Marginal,Fold (too weak early)
CO,KTs,Speculative,Fold (not profitable OOP)
BTN,AKs,Premium,Raise (almost always)
CO,98s,Speculative,Fold (not profitable OOP)
UTG+1,KJo,Marginal,Fold (too weak early)
CO,87s,Speculative,Fold (not profitable OOP)
UTG+1,J4o,Trash,Fold (unplayable)
MP,QTo,Marginal,Fold (too weak early)
BB,KQs,Strong,"Call, fold to large 3-bet"
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
BB,83o,Trash,Fold (unplayable)
MP,22,Marginal,Fold (too weak early)
BTN,KK,Premium,Raise (almost always)
HJ,J4o,Trash,Fold (unplayable)
SB,AJs,Strong,"Raise, call 3-bet in position"
BTN,98s,Speculative,"Call if no raise, fold to raise"
CO,83o,Trash,Fold (unplayable)
CO,KK,Premium,Raise (almost always)
BTN,AA,Premium,Raise (almost always)
HJ,AJs,Strong,"Call, fold to large 3-bet"
BTN,AKs,Premium,Raise (almost always)
MP,AKs,Premium,Raise (almost always)
HJ,22,Marginal,"Call if folded to, fold to aggression"
UTG+1,J4o,Trash,Fold (unplayable)
SB,AA,Premium,Raise (almost always)
MP,87s,Speculative,Fold (not profitable OOP)
SB,A9o,Marginal,"Call if folded to, fold to aggression"
BTN,22,Marginal,"Call if folded to, fold to aggression"
HJ,AQs,Strong,"Call, fold to large 3-bet"
MP,KQs,Strong,"Call, fold to large 3-bet"
UTG,72o,Trash,Fold (unplayable)
MP,T3o,Trash,Fold (unplayable)
HJ,TT,Strong,"Call, fold to large 3-bet"
BTN,72o,Trash,Fold (unplayable)
UTG+1,TT,Strong,"Call, fold to large 3-bet"
UTG+1,J9s,Marginal,Fold (too weak early)
UTG,83o,Trash,Fold (unplayable)
CO,A9o,Marginal,"Call if folded to, fold to aggression"
UTG+1,QQ,Premium,Raise (almost always)
SB,T3o,Trash,Fold (unplayable)
HJ,T3o,Trash,Fold (unplayable)
BTN,95o,Trash,Fold (unplayable)
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG+1,72o,Trash,Fold (unplayable)
BTN,AA,Premium,Raise (almost always)
CO,J9s,Marginal,"Call if folded to, fold to aggression"
BTN,95o,Trash,Fold (unplayable)
UTG,98s,Speculative,Fold (not profitable OOP)
SB,87s,Speculative,"Call if no raise, fold to raise"
HJ,QTo,Marginal,"Call if folded to, fold to aggression"
SB,JJ,Strong,"Raise, call 3-bet in position"
BTN,TT,Strong,"Raise, call 3-bet in position"
MP,AJs,Strong,"Call, fold to large 3-bet"
HJ,J4o,Trash,Fold (unplayable)
BTN,QQ,Premium,Raise (almost always)
HJ,QQ,Premium,Raise (almost always)
UTG,98s,Speculative,Fold (not profitable OOP)
UTG+1,AKs,Premium,Raise (almost always)
UTG,J9s,Marginal,Fold (too weak early)
BB,JJ,Strong,"Call, fold to large 3-bet"
SB,KTs,Speculative,"Call if no raise, fold to raise"
HJ,JJ,Strong,"Call, fold to large 3-bet"
CO,T9s,Speculative,Fold (not profitable OOP)
CO,A9o,Marginal,"Call if folded to, fold to aggression"
HJ,22,Marginal,"Call if folded to, fold to aggression"
UTG,98s,Speculative,Fold (not profitable OOP)
CO,A9o,Marginal,"Call if folded to, fold to aggression"
SB,KTs,Speculative,"Call if no raise, fold to raise"
UTG+1,98s,Speculative,Fold (not profitable OOP)
SB,QQ,Premium,Raise (almost always)
UTG,AA,Premium,Raise (almost always)
MP,A5s,Speculative,Fold (not profitable OOP)
MP,KQs,Strong,"Call, fold to large 3-bet"
UTG+1,22,Marginal,Fold (too weak early)
UTG,KJo,Marginal,Fold (too weak early)
HJ,JJ,Strong,"Call, fold to large 3-bet"
UTG+1,T3o,Trash,Fold (unplayable)
CO,T3o,Trash,Fold (unplayable)
CO,T9s,Speculative,Fold (not profitable OOP)
SB,95o,Trash,Fold (unplayable)
BB,T9s,Speculative,"Call if no raise, fold to raise"
UTG,95o,Trash,Fold (unplayable)
UTG,AKs,Premium,Raise (almost always)
UTG+1,T9s,Speculative,Fold (not profitable OOP)
MP,AJs,Strong,"Call, fold to large 3-bet"
SB,83o,Trash,Fold (unplayable)
MP,98s,Speculative,Fold (not profitable OOP)
UTG+1,72o,Trash,Fold (unplayable)
HJ,KK,Premium,Raise (almost always)
HJ,KJo,Marginal,"Call if folded to, fold to aggression"
BTN,87s,Speculative,"Call if no raise, fold to raise"
UTG,22,Marginal,Fold (too weak early)
UTG,TT,Strong,"Call, fold to large 3-bet"
SB,T9s,Speculative,"Call if no raise, fold to raise"
SB,72o,Trash,Fold (unplayable)
HJ,QQ,Premium,Raise (almost always)
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
UTG,JJ,Strong,"Call, fold to large 3-bet"
MP,QQ,Premium,Raise (almost always)
UTG,95o,Trash,Fold (unplayable)
HJ,T3o,Trash,Fold (unplayable)
UTG,A5s,Speculative,Fold (not profitable OOP)
BTN,KTs,Speculative,"Call if no raise, fold to raise"
UTG,QQ,Premium,Raise (almost always)
SB,AJs,Strong,"Raise, call 3-bet in position"
UTG+1,A5s,Speculative,Fold (not profitable OOP)
CO,KK,Premium,Raise (almost always)
HJ,AJs,Strong,"Call, fold to large 3-bet"
UTG+1,95o,Trash,Fold (unplayable)
UTG+1,KJo,Marginal,Fold (too weak early)
SB,AJs,Strong,"Raise, call 3-bet in position"
UTG+1,J4o,Trash,Fold (unplayable)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
HJ,QTo,Marginal,"Call if folded to, fold to aggression"
BB,87s,Speculative,"Call if no raise, fold to raise"
UTG+1,72o,Trash,Fold (unplayable)
CO,J9s,Marginal,"Call if folded to, fold to aggression"
MP,95o,Trash,Fold (unplayable)
UTG,AQs,Strong,"Call, fold to large 3-bet"
UTG,A9o,Marginal,Fold (too weak early)
UTG+1,KJo,Marginal,Fold (too weak early)
UTG+1,AKs,Premium,Raise (almost always)
MP,JJ,Strong,"Call, fold to large 3-bet"
MP,A5s,Speculative,Fold (not profitable OOP)
UTG+1,KQs,Strong,"Call, fold to large 3-bet"
HJ,AQs,Strong,"Call, fold to large 3-bet"
UTG,83o,Trash,Fold (unplayable)
SB,J4o,Trash,Fold (unplayable)
HJ,KK,Premium,Raise (almost always)
SB,KTs,Speculative,"Call if no raise, fold to raise"
SB,KTs,Speculative,"Call if no raise, fold to raise"
MP,AA,Premium,Raise (almost always)
MP,KJo,Marginal,Fold (too weak early)
BB,98s,Speculative,"Call if no raise, fold to raise"
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG,AJs,Strong,"Call, fold to large 3-bet"
HJ,KQs,Strong,"Call, fold to large 3-bet"
UTG,JJ,Strong,"Call, fold to large 3-bet"
UTG,AQs,Strong,"Call, fold to large 3-bet"
UTG+1,TT,Strong,"Call, fold to large 3-bet"
UTG,TT,Strong,"Call, fold to large 3-bet"
HJ,AA,Premium,Raise (almost always)
MP,TT,Strong,"Call, fold to large 3-bet"
MP,KQs,Strong,"Call, fold to large 3-bet"
CO,AQs,Strong,"Raise, call 3-bet in position"
MP,TT,Strong,"Call, fold to large 3-bet"
BTN,AA,Premium,Raise (almost always)
BB,83o,Trash,Fold (unplayable)
MP,A5s,Speculative,Fold (not profitable OOP)
HJ,AA,Premium,Raise (almost always)
UTG,JJ,Strong,"Call, fold to large 3-bet"
HJ,TT,Strong,"Call, fold to large 3-bet"
HJ,JJ,Strong,"Call, fold to large 3-bet"
SB,72o,Trash,Fold (unplayable)
BB,TT,Strong,"Call, fold to large 3-bet"
HJ,QQ,Premium,Raise (almost always)
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
HJ,95o,Trash,Fold (unplayable)
SB,KTs,Speculative,"Call if no raise, fold to raise"
BTN,JJ,Strong,"Raise, call 3-bet in position"
HJ,QQ,Premium,Raise (almost always)
BTN,AQs,Strong,"Raise, call 3-bet in position"
SB,T3o,Trash,Fold (unplayable)
UTG+1,KTs,Speculative,Fold (not profitable OOP)
MP,TT,Strong,"Call, fold to large 3-bet"
BB,JJ,Strong,"Call, fold to large 3-bet"
CO,A9o,Marginal,"Call if folded to, fold to aggression"
UTG+1,95o,Trash,Fold (unplayable)
MP,KQs,Strong,"Call, fold to large 3-bet"
HJ,QTo,Marginal,"Call if folded to, fold to aggression"
BTN,AQs,Strong,"Raise, call 3-bet in position"
CO,J4o,Trash,Fold (unplayable)
MP,83o,Trash,Fold (unplayable)
BB,J4o,Trash,Fold (unplayable)
CO,KK,Premium,Raise (almost always)
MP,JJ,Strong,"Call, fold to large 3-bet"
UTG,JJ,Strong,"Call, fold to large 3-bet"
UTG+1,87s,Speculative,Fold (not profitable OOP)
BB,A5s,Speculative,"Call if no raise, fold to raise"
UTG+1,KQs,Strong,"Call, fold to large 3-bet"
CO,T9s,Speculative,Fold (not profitable OOP)
CO,TT,Strong,"Raise, call 3-bet in position"
BTN,KJo,Marginal,"Call if folded to, fold to aggression"
BTN,98s,Speculative,"Call if no raise, fold to raise"
UTG,22,Marginal,Fold (too weak early)
CO,KK,Premium,Raise (almost always)
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
SB,AA,Premium,Raise (almost always)
BTN,AKs,Premium,Raise (almost always)
SB,J4o,Trash,Fold (unplayable)
BB,T9s,Speculative,"Call if no raise, fold to raise"
CO,KQs,Strong,"Raise, call 3-bet in position"
BTN,A5s,Speculative,"Call if no raise, fold to raise"
MP,KQs,Strong,"Call, fold to large 3-bet"
BB,T3o,Trash,Fold (unplayable)
BB,A5s,Speculative,"Call if no raise, fold to raise"
UTG,87s,Speculative,Fold (not profitable OOP)
UTG,KTs,Speculative,Fold (not profitable OOP)
SB,J9s,Marginal,"Call if folded to, fold to aggression"
BTN,A5s,Speculative,"Call if no raise, fold to raise"
CO,QQ,Premium,Raise (almost always)
MP,A9o,Marginal,Fold (too weak early)
BB,T3o,Trash,Fold (unplayable)
MP,AA,Premium,Raise (almost always)
CO,JJ,Strong,"Raise, call 3-bet in position"
BTN,A5s,Speculative,"Call if no raise, fold to raise"
BB,72o,Trash,Fold (unplayable)
CO,87s,Speculative,Fold (not profitable OOP)
UTG+1,QQ,Premium,Raise (almost always)
SB,T9s,Speculative,"Call if no raise, fold to raise"
BB,J4o,Trash,Fold (unplayable)
UTG,A9o,Marginal,Fold (too weak early)
BB,AJs,Strong,"Call, fold to large 3-bet"
UTG,AKs,Premium,Raise (almost always)
UTG,95o,Trash,Fold (unplayable)
HJ,J9s,Marginal,"Call if folded to, fold to aggression"
BTN,TT,Strong,"Raise, call 3-bet in position"
BB,T9s,Speculative,"Call if no raise, fold to raise"
BTN,J4o,Trash,Fold (unplayable)
SB,22,Marginal,"Call if folded to, fold to aggression"
BTN,72o,Trash,Fold (unplayable)
MP,TT,Strong,"Call, fold to large 3-bet"
CO,AKs,Premium,Raise (almost always)
UTG,AJs,Strong,"Call, fold to large 3-bet"
CO,AJs,Strong,"Raise, call 3-bet in position"
MP,J4o,Trash,Fold (unplayable)
UTG+1,T3o,Trash,Fold (unplayable)
SB,KK,Premium,Raise (almost always)
SB,95o,Trash,Fold (unplayable)
HJ,T9s,Speculative,Fold (not profitable OOP)
BB,22,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,72o,Trash,Fold (unplayable)
BB,87s,Speculative,"Call if no raise, fold to raise"
BTN,AA,Premium,Raise (almost always)
HJ,KJo,Marginal,"Call if folded to, fold to aggression"
UTG,JJ,Strong,"Call, fold to large 3-bet"
BTN,KQs,Strong,"Raise, call 3-bet in position"
BB,AQs,Strong,"Call, fold to large 3-bet"
SB,A5s,Speculative,"Call if no raise, fold to raise"
SB,KTs,Speculative,"Call if no raise, fold to raise"
UTG+1,83o,Trash,Fold (unplayable)
SB,KJo,Marginal,"Call if folded to, fold to aggression"
MP,AA,Premium,Raise (almost always)
SB,AA,Premium,Raise (almost always)
BB,22,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BTN,J4o,Trash,Fold (unplayable)
UTG,95o,Trash,Fold (unplayable)
SB,KTs,Speculative,"Call if no raise, fold to raise"
UTG+1,TT,Strong,"Call, fold to large 3-bet"
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BTN,22,Marginal,"Call if folded to, fold to aggression"
CO,95o,Trash,Fold (unplayable)
SB,87s,Speculative,"Call if no raise, fold to raise"
BTN,J9s,Marginal,"Call if folded to, fold to aggression"
BB,QQ,Premium,Raise (almost always)
BTN,JJ,Strong,"Raise, call 3-bet in position"
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BTN,T3o,Trash,Fold (unplayable)
BTN,A5s,Speculative,"Call if no raise, fold to raise"
BTN,J9s,Marginal,"Call if folded to, fold to aggression"
HJ,KTs,Speculative,Fold (not profitable OOP)
BB,KTs,Speculative,"Call if no raise, fold to raise"
HJ,TT,Strong,"Call, fold to large 3-bet"
