Position,Hand,Hand Type,Recommended Action
SB,JJ,Strong,"Raise, call 3-bet in position"
MP,AA,Premium,Raise (almost always)
HJ,87s,Speculative,Fold (not profitable OOP)
UTG,AKs,Premium,Raise (almost always)
BB,KTs,Speculative,"Call if no raise, fold to raise"
BTN,T3o,Trash,Fold (unplayable)
MP,J9s,Marginal,Fold (too weak early)
BTN,AJs,Strong,"Raise, call 3-bet in position"
BB,T9s,Speculative,"Call if no raise, fold to raise"
SB,T9s,Speculative,"Call if no raise, fold to raise"
CO,QQ,Premium,Raise (almost always)
MP,AQs,Strong,"Call, fold to large 3-bet"
UTG,95o,Trash,Fold (unplayable)
UTG,KJo,Marginal,Fold (too weak early)
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG,T9s,Speculative,Fold (not profitable OOP)
UTG+1,AA,Premium,Raise (almost always)
BB,AKs,Premium,Raise (almost always)
BTN,83o,Trash,Fold (unplayable)
BB,KTs,Speculative,"Call if no raise, fold to raise"
BTN,AJs,Strong,"Raise, call 3-bet in position"
SB,T3o,Trash,Fold (unplayable)
BTN,QQ,Premium,Raise (almost always)
SB,83o,Trash,Fold (unplayable)
SB,AA,Premium,Raise (almost always)
BB,TT,Strong,"Call, fold to large 3-bet"
SB,TT,Strong,"Raise, call 3-bet in position"
UTG,J9s,Marginal,Fold (too weak early)
SB,T9s,Speculative,"Call if no raise, fold to raise"
BB,JJ,Strong,"Call, fold to large 3-bet"
UTG,JJ,Strong,"Call, fold to large 3-bet"
BTN,AQs,Strong,"Raise, call 3-bet in position"
HJ,T3o,Trash,Fold (unplayable)
UTG+1,95o,Trash,Fold (unplayable)
HJ,JJ,Strong,"Call, fold to large 3-bet"
SB,T9s,Speculative,"Call if no raise, fold to raise"
HJ,QQ,Premium,Raise (almost always)
CO,98s,Speculative,Fold (not profitable OOP)
UTG,KJo,Marginal,Fold (too weak early)
MP,AQs,Strong,"Call, fold to large 3-bet"
HJ,KK,Premium,Raise (almost always)
HJ,T3o,Trash,Fold (unplayable)
UTG+1,T9s,Speculative,Fold (not profitable OOP)
UTG,AKs,Premium,Raise (almost always)
BTN,87s,Speculative,"Call if no raise, fold to raise"
UTG+1,A9o,Marginal,Fold (too weak early)
MP,QTo,Marginal,Fold (too weak early)
BTN,KQs,Strong,"Raise, call 3-bet in position"
SB,KJo,Marginal,"Call if folded to, fold to aggression"
SB,JJ,Strong,"Raise, call 3-bet in position"
HJ,AA,Premium,Raise (almost always)
MP,AA,Premium,Raise (almost always)
MP,72o,Trash,Fold (unplayable)
BB,QQ,Premium,Raise (almost always)
UTG,QTo,Marginal,Fold (too weak early)
CO,KK,Premium,Raise (almost always)
CO,J9s,Marginal,"Call if folded to, fold to aggression"
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
UTG,KTs,Speculative,Fold (not profitable OOP)
UTG,KK,Premium,Raise (almost always)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
BB,83o,Trash,Fold (unplayable)
HJ,95o,Trash,Fold (unplayable)
MP,98s,Speculative,Fold (not profitable OOP)
BTN,KTs,Speculative,"Call if no raise, fold to raise"
MP,KTs,Speculative,Fold (not profitable OOP)
BTN,AKs,Premium,Raise (almost always)
HJ,83o,Trash,Fold (unplayable)
MP,QTo,Marginal,Fold (too weak early)
UTG,KJo,Marginal,Fold (too weak early)
SB,A9o,Marginal,"Call if folded to, fold to aggression"
SB,22,Marginal,"Call if folded to, fold to aggression"
SB,83o,Trash,Fold (unplayable)
HJ,JJ,Strong,"Call, fold to large 3-bet"
SB,KTs,Speculative,"Call if no raise, fold to raise"
CO,98s,Speculative,Fold (not profitable OOP)
BTN,T3o,Trash,Fold (unplayable)
CO,J9s,Marginal,"Call if folded to, fold to aggression"
MP,95o,Trash,Fold (unplayable)
UTG+1,87s,Speculative,Fold (not profitable OOP)
BB,AJs,Strong,"Call, fold to large 3-bet"
MP,KTs,Speculative,Fold (not profitable OOP)
HJ,AA,Premium,Raise (almost always)
HJ,QQ,Premium,Raise (almost always)
HJ,72o,Trash,Fold (unplayable)
BTN,KQs,Strong,"Raise, call 3-bet in position"
HJ,J4o,Trash,Fold (unplayable)
CO,83o,Trash,Fold (unplayable)
HJ,87s,Speculative,Fold (not profitable OOP)
UTG,72o,Trash,Fold (unplayable)
HJ,83o,Trash,Fold (unplayable)
UTG,JJ,Strong,"Call, fold to large 3-bet"
HJ,72o,Trash,Fold (unplayable)
CO,87s,Speculative,Fold (not profitable OOP)
HJ,QQ,Premium,Raise (almost always)
HJ,KQs,Strong,"Call, fold to large 3-bet"
SB,TT,Strong,"Raise, call 3-bet in position"
BTN,QQ,Premium,Raise (almost always)
SB,T9s,Speculative,"Call if no raise, fold to raise"
HJ,98s,Speculative,Fold (not profitable OOP)
UTG,A9o,Marginal,Fold (too weak early)
CO,22,Marginal,"Call if folded to, fold to aggression"
BB,J4o,Trash,Fold (unplayable)
SB,T3o,Trash,Fold (unplayable)
SB,87s,Speculative,"Call if no raise, fold to raise"
SB,J4o,Trash,Fold (unplayable)
UTG,KQs,Strong,"Call, fold to large 3-bet"
HJ,87s,Speculative,Fold (not profitable OOP)
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG+1,AKs,Premium,Raise (almost always)
HJ,J9s,Marginal,"Call if folded to, fold to aggression"
CO,98s,Speculative,Fold (not profitable OOP)
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
MP,KK,Premium,Raise (almost always)
SB,KQs,Strong,"Raise, call 3-bet in position"
UTG+1,72o,Trash,Fold (unplayable)
UTG+1,22,Marginal,Fold (too weak early)
SB,A9o,Marginal,"Call if folded to, fold to aggression"
HJ,AQs,Strong,"Call, fold to large 3-bet"
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
UTG+1,83o,Trash,Fold (unplayable)
UTG+1,95o,Trash,Fold (unplayable)
MP,JJ,Strong,"Call, fold to large 3-bet"
MP,98s,Speculative,Fold (not profitable OOP)
BB,TT,Strong,"Call, fold to large 3-bet"
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,22,Marginal,Fold (too weak early)
BB,QQ,Premium,Raise (almost always)
SB,AA,Premium,Raise (almost always)
MP,87s,Speculative,Fold (not profitable OOP)
CO,95o,Trash,Fold (unplayable)
BTN,AKs,Premium,Raise (almost always)
HJ,KQs,Strong,"Call, fold to large 3-bet"
MP,KJo,Marginal,Fold (too weak early)
HJ,A5s,Speculative,Fold (not profitable OOP)
MP,KJo,Marginal,Fold (too weak early)
SB,KTs,Speculative,"Call if no raise, fold to raise"
MP,83o,Trash,Fold (unplayable)
CO,QQ,Premium,Raise (almost always)
UTG+1,AA,Premium,Raise (almost always)
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,T3o,Trash,Fold (unplayable)
HJ,AKs,Premium,Raise (almost always)
MP,KK,Premium,Raise (almost always)
SB,J9s,Marginal,"Call if folded to, fold to aggression"
SB,KK,Premium,Raise (almost always)
HJ,AQs,Strong,"Call, fold to large 3-bet"
BTN,J4o,Trash,Fold (unplayable)
MP,22,Marginal,Fold (too weak early)
UTG,KK,Premium,Raise (almost always)
HJ,JJ,Strong,"Call, fold to large 3-bet"
HJ,A5s,Speculative,Fold (not profitable OOP)
UTG+1,KQs,Strong,"Call, fold to large 3-bet"
UTG,KJo,Marginal,Fold (too weak early)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
BTN,AKs,Premium,Raise (almost always)
UTG+1,J9s,Marginal,Fold (too weak early)
BTN,J4o,Trash,Fold (unplayable)
CO,KQs,Strong,"Raise, call 3-bet in position"
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
MP,A5s,Speculative,Fold (not profitable OOP)
BB,J4o,Trash,Fold (unplayable)
BTN,QQ,Premium,Raise (almost always)
BTN,95o,Trash,Fold (unplayable)
UTG,T3o,Trash,Fold (unplayable)
BB,TT,Strong,"Call, fold to large 3-bet"
SB,A5s,Speculative,"Call if no raise, fold to raise"
BB,KQs,Strong,"Call, fold to large 3-bet"
MP,87s,Speculative,Fold (not profitable OOP)
BB,KQs,Strong,"Call, fold to large 3-bet"
BB,87s,Speculative,"Call if no raise, fold to raise"
SB,95o,Trash,Fold (unplayable)
UTG+1,KK,Premium,Raise (almost always)
SB,T3o,Trash,Fold (unplayable)
MP,AJs,Strong,"Call, fold to large 3-bet"
BTN,J4o,Trash,Fold (unplayable)
HJ,TT,Strong,"Call, fold to large 3-bet"
SB,22,Marginal,"Call if folded to, fold to aggression"
MP,98s,Speculative,Fold (not profitable OOP)
CO,A5s,Speculative,Fold (not profitable OOP)
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
UTG,KJo,Marginal,Fold (too weak early)
CO,TT,Strong,"Raise, call 3-bet in position"
SB,83o,Trash,Fold (unplayable)
BB,QQ,Premium,Raise (almost always)
CO,AKs,Premium,Raise (almost always)
SB,KK,Premium,Raise (almost always)
UTG,KK,Premium,Raise (almost always)
BB,T3o,Trash,Fold (unplayable)
MP,AA,Premium,Raise (almost always)
UTG+1,98s,Speculative,Fold (not profitable OOP)
BB,T3o,Trash,Fold (unplayable)
UTG,QQ,Premium,Raise (almost always)
HJ,AJs,Strong,"Call, fold to large 3-bet"
CO,AQs,Strong,"Raise, call 3-bet in position"
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
BB,JJ,Strong,"Call, fold to large 3-bet"
MP,A5s,Speculative,Fold (not profitable OOP)
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BTN,JJ,Strong,"Raise, call 3-bet in position"
UTG,J9s,Marginal,Fold (too weak early)
SB,QQ,Premium,Raise (almost always)
UTG,AA,Premium,Raise (almost always)
HJ,KK,Premium,Raise (almost always)
UTG+1,AA,Premium,Raise (almost always)
CO,KQs,Strong,"Raise, call 3-bet in position"
BB,AKs,Premium,Raise (almost always)
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
CO,QQ,Premium,Raise (almost always)
UTG+1,KTs,Speculative,Fold (not profitable OOP)
BTN,AJs,Strong,"Raise, call 3-bet in position"
HJ,J9s,Marginal,"Call if folded to, fold to aggression"
HJ,KK,Premium,Raise (almost always)
HJ,22,Marginal,"Call if folded to, fold to aggression"
HJ,JJ,Strong,"Call, fold to large 3-bet"
CO,83o,Trash,Fold (unplayable)
MP,AA,Premium,Raise (almost always)
MP,AA,Premium,Raise (almost always)
BTN,72o,Trash,Fold (unplayable)
BTN,AQs,Strong,"Raise, call 3-bet in position"
CO,T3o,Trash,Fold (unplayable)
BB,A5s,Speculative,"Call if no raise, fold to raise"
UTG+1,98s,Speculative,Fold (not profitable OOP)
CO,JJ,Strong,"Raise, call 3-bet in position"
CO,A9o,Marginal,"Call if folded to, fold to aggression"
UTG+1,98s,Speculative,Fold (not profitable OOP)
BB,83o,Trash,Fold (unplayable)
CO,AA,Premium,Raise (almost always)
BB,KQs,Strong,"Call, fold to large 3-bet"
SB,KJo,Marginal,"Call if folded to, fold to aggression"
UTG+1,J4o,Trash,Fold (unplayable)
SB,KTs,Speculative,"Call if no raise, fold to raise"
UTG,95o,Trash,Fold (unplayable)
BTN,T3o,Trash,Fold (unplayable)
MP,22,Marginal,Fold (too weak early)
SB,KQs,Strong,"Raise, call 3-bet in position"
BTN,T3o,Trash,Fold (unplayable)
SB,AKs,Premium,Raise (almost always)
UTG,22,Marginal,Fold (too weak early)
UTG,KK,Premium,Raise (almost always)
UTG,AQs,Strong,"Call, fold to large 3-bet"
UTG+1,QQ,Premium,Raise (almost always)
UTG,A5s,Speculative,Fold (not profitable OOP)
BB,T3o,Trash,Fold (unplayable)
SB,AQs,Strong,"Raise, call 3-bet in position"
CO,95o,Trash,Fold (unplayable)
SB,QTo,Marginal,"Call if folded to, fold to aggression"
CO,KK,Premium,Raise (almost always)
UTG,QTo,Marginal,Fold (too weak early)
SB,95o,Trash,Fold (unplayable)
UTG+1,AKs,Premium,Raise (almost always)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
HJ,A5s,Speculative,Fold (not profitable OOP)
CO,T9s,Speculative,Fold (not profitable OOP)
CO,TT,Strong,"Raise, call 3-bet in position"
UTG,AJs,Strong,"Call, fold to large 3-bet"
MP,AQs,Strong,"Call, fold to large 3-bet"
HJ,QQ,Premium,Raise (almost always)
UTG+1,95o,Trash,Fold (unplayable)
CO,KQs,Strong,"Raise, call 3-bet in position"
UTG+1,A9o,Marginal,Fold (too weak early)
CO,95o,Trash,Fold (unplayable)
BB,KQs,Strong,"Call, fold to large 3-bet"
SB,95o,Trash,Fold (unplayable)
SB,KTs,Speculative,"Call if no raise, fold to raise"
MP,JJ,Strong,"Call, fold to large 3-bet"
CO,98s,Speculative,Fold (not profitable OOP)
HJ,AQs,Strong,"Call, fold to large 3-bet"
HJ,95o,Trash,Fold (unplayable)
CO,JJ,Strong,"Raise, call 3-bet in position"
CO,QTo,Marginal,"Call if folded to, fold to aggression"
UTG,AA,Premium,Raise (almost always)
SB,A9o,Marginal,"Call if folded to, fold to aggression"
CO,JJ,Strong,"Raise, call 3-bet in position"
HJ,95o,Trash,Fold (unplayable)
CO,JJ,Strong,"Raise, call 3-bet in position"
UTG,J9s,Marginal,Fold (too weak early)
MP,KQs,Strong,"Call, fold to large 3-bet"
UTG,98s,Speculative,Fold (not profitable OOP)
MP,87s,Speculative,Fold (not profitable OOP)
UTG,T9s,Speculative,Fold (not profitable OOP)
UTG,AJs,Strong,"Call, fold to large 3-bet"
UTG+1,KK,Premium,Raise (almost always)
SB,QQ,Premium,Raise (almost always)
BTN,AQs,Strong,"Raise, call 3-bet in position"
BB,T3o,Trash,Fold (unplayable)
CO,A5s,Speculative,Fold (not profitable OOP)
MP,JJ,Strong,"Call, fold to large 3-bet"
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
UTG+1,22,Marginal,Fold (too weak early)
BTN,QQ,Premium,Raise (almost always)
MP,22,Marginal,Fold (too weak early)
BB,QQ,Premium,Raise (almost always)
MP,QQ,Premium,Raise (almost always)
UTG,98s,Speculative,Fold (not profitable OOP)
CO,QTo,Marginal,"Call if folded to, fold to aggression"
UTG+1,QTo,Marginal,Fold (too weak early)
UTG+1,QQ,Premium,Raise (almost always)
HJ,AQs,Strong,"Call, fold to large 3-bet"
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG+1,72o,Trash,Fold (unplayable)
MP,JJ,Strong,"Call, fold to large 3-bet"
SB,J9s,Marginal,"Call if folded to, fold to aggression"
HJ,95o,Trash,Fold (unplayable)
MP,95o,Trash,Fold (unplayable)
CO,98s,Speculative,Fold (not profitable OOP)
UTG,QQ,Premium,Raise (almost always)
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
SB,AQs,Strong,"Raise, call 3-bet in position"
UTG+1,22,Marginal,Fold (too weak early)
SB,AQs,Strong,"Raise, call 3-bet in position"
MP,87s,Speculative,Fold (not profitable OOP)
SB,T9s,Speculative,"Call if no raise, fold to raise"
HJ,AA,Premium,Raise (almost always)
CO,AJs,Strong,"Raise, call 3-bet in position"
UTG+1,TT,Strong,"Call, fold to large 3-bet"
HJ,87s,Speculative,Fold (not profitable OOP)
HJ,87s,Speculative,Fold (not profitable OOP)
UTG+1,KK,Premium,Raise (almost always)
UTG+1,T3o,Trash,Fold (unplayable)
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
MP,98s,Speculative,Fold (not profitable OOP)
BTN,AQs,Strong,"Raise, call 3-bet in position"
BB,KQs,Strong,"Call, fold to large 3-bet"
BTN,87s,Speculative,"Call if no raise, fold to raise"
BTN,AA,Premium,Raise (almost always)
MP,AA,Premium,Raise (almost always)
SB,AA,Premium,Raise (almost always)
BB,KK,Premium,Raise (almost always)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
SB,72o,Trash,Fold (unplayable)
BB,AA,Premium,Raise (almost always)
BB,87s,Speculative,"Call if no raise, fold to raise"
SB,J9s,Marginal,"Call if folded to, fold to aggression"
SB,A5s,Speculative,"Call if no raise, fold to raise"
MP,A9o,Marginal,Fold (too weak early)
BB,KK,Premium,Raise (almost always)
SB,KK,Premium,Raise (almost always)
SB,KTs,Speculative,"Call if no raise, fold to raise"
UTG,AJs,Strong,"Call, fold to large 3-bet"
UTG,T9s,Speculative,Fold (not profitable OOP)
CO,98s,Speculative,Fold (not profitable OOP)
UTG+1,KK,Premium,Raise (almost always)
BTN,J4o,Trash,Fold (unplayable)
HJ,22,Marginal,"Call if folded to, fold to aggression"
UTG,T3o,Trash,Fold (unplayable)
MP,95o,Trash,Fold (unplayable)
MP,AQs,Strong,"Call, fold to large 3-bet"
HJ,98s,Speculative,Fold (not profitable OOP)
MP,KK,Premium,Raise (almost always)
BB,AQs,Strong,"Call, fold to large 3-bet"
CO,KTs,Speculative,Fold (not profitable OOP)
UTG,T9s,Speculative,Fold (not profitable OOP)
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
MP,83o,Trash,Fold (unplayable)
MP,22,Marginal,Fold (too weak early)
UTG,72o,Trash,Fold (unplayable)
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
SB,22,Marginal,"Call if folded to, fold to aggression"
BTN,J9s,Marginal,"Call if folded to, fold to aggression"
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BB,22,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
HJ,QQ,Premium,Raise (almost always)
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,KTs,Speculative,Fold (not profitable OOP)
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
UTG+1,T3o,Trash,Fold (unplayable)
BTN,AKs,Premium,Raise (almost always)
CO,95o,Trash,Fold (unplayable)
MP,A9o,Marginal,Fold (too weak early)
UTG+1,KJo,Marginal,Fold (too weak early)
SB,AJs,Strong,"Raise, call 3-bet in position"
CO,72o,Trash,Fold (unplayable)
MP,KK,Premium,Raise (almost always)
BTN,J4o,Trash,Fold (unplayable)
BTN,KK,Premium,Raise (almost always)
CO,KK,Premium,Raise (almost always)
UTG+1,AKs,Premium,Raise (almost always)
CO,TT,Strong,"Raise, call 3-bet in position"
BTN,T3o,Trash,Fold (unplayable)
BTN,KK,Premium,Raise (almost always)
UTG,KK,Premium,Raise (almost always)
BTN,KTs,Speculative,"Call if no raise, fold to raise"
BB,83o,Trash,Fold (unplayable)
HJ,QQ,Premium,Raise (almost always)
BB,AQs,Strong,"Call, fold to large 3-bet"
BTN,KJo,Marginal,"Call if folded to, fold to aggression"
SB,JJ,Strong,"Raise, call 3-bet in position"
UTG,95o,Trash,Fold (unplayable)
UTG,T9s,Speculative,Fold (not profitable OOP)
HJ,J9s,Marginal,"Call if folded to, fold to aggression"
CO,KTs,Speculative,Fold (not profitable OOP)
HJ,TT,Strong,"Call, fold to large 3-bet"
BB,KK,Premium,Raise (almost always)
MP,KK,Premium,Raise (almost always)
CO,AKs,Premium,Raise (almost always)
BTN,KK,Premium,Raise (almost always)
SB,AJs,Strong,"Raise, call 3-bet in position"
SB,83o,Trash,Fold (unplayable)
HJ,87s,Speculative,Fold (not profitable OOP)
UTG,TT,Strong,"Call, fold to large 3-bet"
UTG,KTs,Speculative,Fold (not profitable OOP)
UTG+1,95o,Trash,Fold (unplayable)
HJ,J4o,Trash,Fold (unplayable)
BTN,AA,Premium,Raise (almost always)
SB,T3o,Trash,Fold (unplayable)
CO,AA,Premium,Raise (almost always)
UTG+1,QTo,Marginal,Fold (too weak early)
SB,AKs,Premium,Raise (almost always)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
SB,QQ,Premium,Raise (almost always)
CO,QTo,Marginal,"Call if folded to, fold to aggression"
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG+1,22,Marginal,Fold (too weak early)
BTN,QQ,Premium,Raise (almost always)
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BB,AKs,Premium,Raise (almost always)
UTG+1,KQs,Strong,"Call, fold to large 3-bet"
SB,AQs,Strong,"Raise, call 3-bet in position"
SB,J4o,Trash,Fold (unplayable)
UTG+1,QQ,Premium,Raise (almost always)
UTG,AKs,Premium,Raise (almost always)
UTG+1,KTs,Speculative,Fold (not profitable OOP)
BB,KK,Premium,Raise (almost always)
BTN,QQ,Premium,Raise (almost always)
MP,AKs,Premium,Raise (almost always)
CO,QTo,Marginal,"Call if folded to, fold to aggression"
UTG,A9o,Marginal,Fold (too weak early)
MP,87s,Speculative,Fold (not profitable OOP)
