Position,Hand,Hand Type,Recommended Action
BB,AQs,Strong,"Call, fold to large 3-bet"
MP,A5s,Speculative,Fold (not profitable OOP)
UTG+1,AKs,Premium,Raise (almost always)
CO,A9o,Marginal,"Call if folded to, fold to aggression"
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
BTN,95o,Trash,Fold (unplayable)
UTG,T9s,Speculative,Fold (not profitable OOP)
UTG+1,TT,Strong,"Call, fold to large 3-bet"
HJ,QQ,Premium,Raise (almost always)
HJ,T3o,Trash,Fold (unplayable)
CO,22,Marginal,"Call if folded to, fold to aggression"
BB,QQ,Premium,Raise (almost always)
SB,JJ,Strong,"Raise, call 3-bet in position"
UTG+1,AA,Premium,Raise (almost always)
SB,98s,Speculative,"Call if no raise, fold to raise"
UTG,TT,Strong,"Call, fold to large 3-bet"
CO,QTo,Marginal,"Call if folded to, fold to aggression"
MP,98s,Speculative,Fold (not profitable OOP)
CO,87s,Speculative,Fold (not profitable OOP)
CO,KK,Premium,Raise (almost always)
CO,KTs,Speculative,Fold (not profitable OOP)
BTN,KK,Premium,Raise (almost always)
BTN,95o,Trash,Fold (unplayable)
UTG+1,AKs,Premium,Raise (almost always)
UTG,KQs,Strong,"Call, fold to large 3-bet"
HJ,95o,Trash,Fold (unplayable)
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
BTN,JJ,Strong,"Raise, call 3-bet in position"
MP,AQs,Strong,"Call, fold to large 3-bet"
UTG+1,95o,Trash,Fold (unplayable)
CO,T3o,Trash,Fold (unplayable)
BB,T3o,Trash,Fold (unplayable)
SB,KJo,Marginal,"Call if folded to, fold to aggression"
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
MP,98s,Speculative,Fold (not profitable OOP)
BTN,KQs,Strong,"Raise, call 3-bet in position"
UTG,QQ,Premium,Raise (almost always)
CO,A9o,Marginal,"Call if folded to, fold to aggression"
UTG+1,98s,Speculative,Fold (not profitable OOP)
BTN,83o,Trash,Fold (unplayable)
SB,KQs,Strong,"Raise, call 3-bet in position"
UTG,AA,Premium,Raise (almost always)
BTN,95o,Trash,Fold (unplayable)
BTN,QQ,Premium,Raise (almost always)
BB,T3o,Trash,Fold (unplayable)
UTG,QQ,Premium,Raise (almost always)
SB,J9s,Marginal,"Call if folded to, fold to aggression"
BB,J4o,Trash,Fold (unplayable)
BTN,TT,Strong,"Raise, call 3-bet in position"
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
MP,AA,Premium,Raise (almost always)
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
BB,KK,Premium,Raise (almost always)
CO,AA,Premium,Raise (almost always)
SB,JJ,Strong,"Raise, call 3-bet in position"
CO,AJs,Strong,"Raise, call 3-bet in position"
BTN,J4o,Trash,Fold (unplayable)
MP,QTo,Marginal,Fold (too weak early)
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
SB,AKs,Premium,Raise (almost always)
UTG,95o,Trash,Fold (unplayable)
UTG+1,22,Marginal,Fold (too weak early)
BTN,98s,Speculative,"Call if no raise, fold to raise"
CO,98s,Speculative,Fold (not profitable OOP)
UTG+1,T9s,Speculative,Fold (not profitable OOP)
HJ,KQs,Strong,"Call, fold to large 3-bet"
BTN,KQs,Strong,"Raise, call 3-bet in position"
UTG,98s,Speculative,Fold (not profitable OOP)
UTG,A5s,Speculative,Fold (not profitable OOP)
SB,T9s,Speculative,"Call if no raise, fold to raise"
UTG,AJs,Strong,"Call, fold to large 3-bet"
MP,KTs,Speculative,Fold (not profitable OOP)
MP,QQ,Premium,Raise (almost always)
HJ,83o,Trash,Fold (unplayable)
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG+1,83o,Trash,Fold (unplayable)
MP,QTo,Marginal,Fold (too weak early)
SB,72o,Trash,Fold (unplayable)
UTG,J4o,Trash,Fold (unplayable)
MP,TT,Strong,"Call, fold to large 3-bet"
BB,22,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG,T3o,Trash,Fold (unplayable)
SB,AKs,Premium,Raise (almost always)
BB,JJ,Strong,"Call, fold to large 3-bet"
UTG+1,83o,Trash,Fold (unplayable)
MP,87s,Speculative,Fold (not profitable OOP)
BTN,KTs,Speculative,"Call if no raise, fold to raise"
BTN,J4o,Trash,Fold (unplayable)
CO,AA,Premium,Raise (almost always)
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
UTG,AA,Premium,Raise (almost always)
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
MP,AA,Premium,Raise (almost always)
BB,T3o,Trash,Fold (unplayable)
CO,KTs,Speculative,Fold (not profitable OOP)
CO,KTs,Speculative,Fold (not profitable OOP)
BTN,A5s,Speculative,"Call if no raise, fold to raise"
SB,KK,Premium,Raise (almost always)
UTG+1,95o,Trash,Fold (unplayable)
BB,KQs,Strong,"Call, fold to large 3-bet"
HJ,KK,Premium,Raise (almost always)
MP,98s,Speculative,Fold (not profitable OOP)
BTN,87s,Speculative,"Call if no raise, fold to raise"
UTG,T9s,Speculative,Fold (not profitable OOP)
CO,95o,Trash,Fold (unplayable)
MP,KTs,Speculative,Fold (not profitable OOP)
BTN,KTs,Speculative,"Call if no raise, fold to raise"
BTN,95o,Trash,Fold (unplayable)
UTG,KK,Premium,Raise (almost always)
BB,T3o,Trash,Fold (unplayable)
SB,J9s,Marginal,"Call if folded to, fold to aggression"
UTG,KK,Premium,Raise (almost always)
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,98s,Speculative,Fold (not profitable OOP)
HJ,J9s,Marginal,"Call if folded to, fold to aggression"
SB,A9o,Marginal,"Call if folded to, fold to aggression"
BB,A5s,Speculative,"Call if no raise, fold to raise"
UTG,AJs,Strong,"Call, fold to large 3-bet"
BB,J4o,Trash,Fold (unplayable)
UTG+1,22,Marginal,Fold (too weak early)
HJ,A5s,Speculative,Fold (not profitable OOP)
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
UTG+1,QQ,Premium,Raise (almost always)
UTG,KTs,Speculative,Fold (not profitable OOP)
UTG,87s,Speculative,Fold (not profitable OOP)
MP,T3o,Trash,Fold (unplayable)
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
BTN,95o,Trash,Fold (unplayable)
UTG,QQ,Premium,Raise (almost always)
BB,T3o,Trash,Fold (unplayable)
BB,AA,Premium,Raise (almost always)
BTN,AA,Premium,Raise (almost always)
HJ,KTs,Speculative,Fold (not profitable OOP)
UTG,KTs,Speculative,Fold (not profitable OOP)
MP,KQs,Strong,"Call, fold to large 3-bet"
MP,AKs,Premium,Raise (almost always)
UTG,KJo,Marginal,Fold (too weak early)
UTG+1,72o,Trash,Fold (unplayable)
MP,83o,Trash,Fold (unplayable)
HJ,TT,Strong,"Call, fold to large 3-bet"
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
BB,KK,Premium,Raise (almost always)
UTG+1,AKs,Premium,Raise (almost always)
SB,83o,Trash,Fold (unplayable)
MP,AQs,Strong,"Call, fold to large 3-bet"
UTG+1,AA,Premium,Raise (almost always)
HJ,T3o,Trash,Fold (unplayable)
SB,22,Marginal,"Call if folded to, fold to aggression"
BTN,AKs,Premium,Raise (almost always)
SB,22,Marginal,"Call if folded to, fold to aggression"
SB,QTo,Marginal,"Call if folded to, fold to aggression"
MP,83o,Trash,Fold (unplayable)
SB,KJo,Marginal,"Call if folded to, fold to aggression"
BTN,JJ,Strong,"Raise, call 3-bet in position"
UTG,AJs,Strong,"Call, fold to large 3-bet"
CO,87s,Speculative,Fold (not profitable OOP)
MP,TT,Strong,"Call, fold to large 3-bet"
BTN,22,Marginal,"Call if folded to, fold to aggression"
MP,AKs,Premium,Raise (almost always)
MP,83o,Trash,Fold (unplayable)
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
SB,T9s,Speculative,"Call if no raise, fold to raise"
UTG,QTo,Marginal,Fold (too weak early)
UTG,T3o,Trash,Fold (unplayable)
UTG,AJs,Strong,"Call, fold to large 3-bet"
BTN,KQs,Strong,"Raise, call 3-bet in position"
BB,95o,Trash,Fold (unplayable)
MP,A5s,Speculative,Fold (not profitable OOP)
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
UTG+1,KK,Premium,Raise (almost always)
SB,95o,Trash,Fold (unplayable)
BB,AQs,Strong,"Call, fold to large 3-bet"
BB,J4o,Trash,Fold (unplayable)
BB,22,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
SB,KK,Premium,Raise (almost always)
BB,A5s,Speculative,"Call if no raise, fold to raise"
HJ,22,Marginal,"Call if folded to, fold to aggression"
MP,AJs,Strong,"Call, fold to large 3-bet"
UTG+1,83o,Trash,Fold (unplayable)
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
UTG,AA,Premium,Raise (almost always)
UTG+1,KQs,Strong,"Call, fold to large 3-bet"
HJ,AA,Premium,Raise (almost always)
MP,KQs,Strong,"Call, fold to large 3-bet"
HJ,TT,Strong,"Call, fold to large 3-bet"
BTN,KQs,Strong,"Raise, call 3-bet in position"
UTG+1,J4o,Trash,Fold (unplayable)
MP,AJs,Strong,"Call, fold to large 3-bet"
MP,T9s,Speculative,Fold (not profitable OOP)
UTG,83o,Trash,Fold (unplayable)
HJ,AKs,Premium,Raise (almost always)
UTG,AJs,Strong,"Call, fold to large 3-bet"
MP,KTs,Speculative,Fold (not profitable OOP)
UTG,KTs,Speculative,Fold (not profitable OOP)
BB,KQs,Strong,"Call, fold to large 3-bet"
SB,83o,Trash,Fold (unplayable)
HJ,83o,Trash,Fold (unplayable)
SB,AJs,Strong,"Raise, call 3-bet in position"
CO,AQs,Strong,"Raise, call 3-bet in position"
HJ,KK,Premium,Raise (almost always)
BTN,A5s,Speculative,"Call if no raise, fold to raise"
MP,AA,Premium,Raise (almost always)
UTG,22,Marginal,Fold (too weak early)
SB,QQ,Premium,Raise (almost always)
BTN,72o,Trash,Fold (unplayable)
MP,72o,Trash,Fold (unplayable)
UTG,22,Marginal,Fold (too weak early)
UTG,83o,Trash,Fold (unplayable)
CO,AJs,Strong,"Raise, call 3-bet in position"
SB,A9o,Marginal,"Call if folded to, fold to aggression"
HJ,QQ,Premium,Raise (almost always)
BTN,QQ,Premium,Raise (almost always)
CO,KTs,Speculative,Fold (not profitable OOP)
HJ,KQs,Strong,"Call, fold to large 3-bet"
UTG+1,72o,Trash,Fold (unplayable)
BB,TT,Strong,"Call, fold to large 3-bet"
MP,J9s,Marginal,Fold (too weak early)
CO,72o,Trash,Fold (unplayable)
UTG,AKs,Premium,Raise (almost always)
UTG+1,T9s,Speculative,Fold (not profitable OOP)
UTG,98s,Speculative,Fold (not profitable OOP)
SB,TT,Strong,"Raise, call 3-bet in position"
SB,AA,Premium,Raise (almost always)
HJ,95o,Trash,Fold (unplayable)
UTG+1,98s,Speculative,Fold (not profitable OOP)
HJ,TT,Strong,"Call, fold to large 3-bet"
UTG,T3o,Trash,Fold (unplayable)
UTG,AQs,Strong,"Call, fold to large 3-bet"
BTN,JJ,Strong,"Raise, call 3-bet in position"
UTG+1,AKs,Premium,Raise (almost always)
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG,KTs,Speculative,Fold (not profitable OOP)
HJ,KK,Premium,Raise (almost always)
UTG+1,72o,Trash,Fold (unplayable)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
HJ,83o,Trash,Fold (unplayable)
SB,QQ,Premium,Raise (almost always)
UTG,AQs,Strong,"Call, fold to large 3-bet"
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
MP,95o,Trash,Fold (unplayable)
SB,87s,Speculative,"Call if no raise, fold to raise"
BTN,KTs,Speculative,"Call if no raise, fold to raise"
SB,KTs,Speculative,"Call if no raise, fold to raise"
SB,98s,Speculative,"Call if no raise, fold to raise"
BTN,AJs,Strong,"Raise, call 3-bet in position"
HJ,87s,Speculative,Fold (not profitable OOP)
SB,98s,Speculative,"Call if no raise, fold to raise"
BTN,T3o,Trash,Fold (unplayable)
CO,KQs,Strong,"Raise, call 3-bet in position"
MP,J4o,Trash,Fold (unplayable)
SB,KK,Premium,Raise (almost always)
HJ,KK,Premium,Raise (almost always)
CO,AA,Premium,Raise (almost always)
MP,T3o,Trash,Fold (unplayable)
UTG+1,AKs,Premium,Raise (almost always)
BB,AKs,Premium,Raise (almost always)
UTG+1,T9s,Speculative,Fold (not profitable OOP)
SB,TT,Strong,"Raise, call 3-bet in position"
UTG+1,87s,Speculative,Fold (not profitable OOP)
UTG+1,AA,Premium,Raise (almost always)
BTN,JJ,Strong,"Raise, call 3-bet in position"
BTN,QQ,Premium,Raise (almost always)
BTN,AJs,Strong,"Raise, call 3-bet in position"
CO,T3o,Trash,Fold (unplayable)
HJ,QTo,Marginal,"Call if folded to, fold to aggression"
MP,QQ,Premium,Raise (almost always)
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
UTG,T9s,Speculative,Fold (not profitable OOP)
HJ,22,Marginal,"Call if folded to, fold to aggression"
BTN,QQ,Premium,Raise (almost always)
BTN,AKs,Premium,Raise (almost always)
CO,98s,Speculative,Fold (not profitable OOP)
CO,QTo,Marginal,"Call if folded to, fold to aggression"
SB,J9s,Marginal,"Call if folded to, fold to aggression"
MP,J4o,Trash,Fold (unplayable)
UTG,AA,Premium,Raise (almost always)
HJ,T3o,Trash,Fold (unplayable)
MP,AQs,Strong,"Call, fold to large 3-bet"
MP,72o,Trash,Fold (unplayable)
UTG,A5s,Speculative,Fold (not profitable OOP)
CO,KJo,Marginal,"Call if folded to, fold to aggression"
UTG+1,J9s,Marginal,Fold (too weak early)
UTG,JJ,Strong,"Call, fold to large 3-bet"
UTG,T9s,Speculative,Fold (not profitable OOP)
SB,QQ,Premium,Raise (almost always)
MP,AJs,Strong,"Call, fold to large 3-bet"
SB,KJo,Marginal,"Call if folded to, fold to aggression"
MP,95o,Trash,Fold (unplayable)
UTG+1,A5s,Speculative,Fold (not profitable OOP)
HJ,83o,Trash,Fold (unplayable)
UTG,J9s,Marginal,Fold (too weak early)
CO,A5s,Speculative,Fold (not profitable OOP)
HJ,J4o,Trash,Fold (unplayable)
BTN,QQ,Premium,Raise (almost always)
UTG,87s,Speculative,Fold (not profitable OOP)
SB,AKs,Premium,Raise (almost always)
UTG,98s,Speculative,Fold (not profitable OOP)
HJ,98s,Speculative,Fold (not profitable OOP)
SB,72o,Trash,Fold (unplayable)
MP,T9s,Speculative,Fold (not profitable OOP)
SB,QQ,Premium,Raise (almost always)
MP,AQs,Strong,"Call, fold to large 3-bet"
HJ,A5s,Speculative,Fold (not profitable OOP)
UTG+1,98s,Speculative,Fold (not profitable OOP)
BTN,83o,Trash,Fold (unplayable)
CO,AKs,Premium,Raise (almost always)
BTN,22,Marginal,"Call if folded to, fold to aggression"
UTG,AA,Premium,Raise (almost always)
SB,KQs,Strong,"Raise, call 3-bet in position"
MP,AA,Premium,Raise (almost always)
CO,AQs,Strong,"Raise, call 3-bet in position"
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
CO,98s,Speculative,Fold (not profitable OOP)
CO,A5s,Speculative,Fold (not profitable OOP)
MP,A5s,Speculative,Fold (not profitable OOP)
SB,T9s,Speculative,"Call if no raise, fold to raise"
UTG+1,AKs,Premium,Raise (almost always)
MP,A9o,Marginal,Fold (too weak early)
BB,A5s,Speculative,"Call if no raise, fold to raise"
BB,72o,Trash,Fold (unplayable)
SB,QQ,Premium,Raise (almost always)
MP,AA,Premium,Raise (almost always)
HJ,KJo,Marginal,"Call if folded to, fold to aggression"
CO,95o,Trash,Fold (unplayable)
HJ,83o,Trash,Fold (unplayable)
SB,83o,Trash,Fold (unplayable)
BB,QQ,Premium,Raise (almost always)
SB,AQs,Strong,"Raise, call 3-bet in position"
UTG,AQs,Strong,"Call, fold to large 3-bet"
HJ,QQ,Premium,Raise (almost always)
UTG,TT,Strong,"Call, fold to large 3-bet"
UTG+1,72o,Trash,Fold (unplayable)
HJ,83o,Trash,Fold (unplayable)
CO,AJs,Strong,"Raise, call 3-bet in position"
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
HJ,J4o,Trash,Fold (unplayable)
SB,AJs,Strong,"Raise, call 3-bet in position"
UTG,A5s,Speculative,Fold (not profitable OOP)
BTN,98s,Speculative,"Call if no raise, fold to raise"
CO,95o,Trash,Fold (unplayable)
MP,QQ,Premium,Raise (almost always)
MP,J9s,Marginal,Fold (too weak early)
MP,QTo,Marginal,Fold (too weak early)
SB,AQs,Strong,"Raise, call 3-bet in position"
BTN,AKs,Premium,Raise (almost always)
MP,AA,Premium,Raise (almost always)
CO,22,Marginal,"Call if folded to, fold to aggression"
UTG,QQ,Premium,Raise (almost always)
UTG+1,T9s,Speculative,Fold (not profitable OOP)
HJ,T3o,Trash,Fold (unplayable)
BTN,KTs,Speculative,"Call if no raise, fold to raise"
SB,TT,Strong,"Raise, call 3-bet in position"
BTN,AQs,Strong,"Raise, call 3-bet in position"
HJ,T3o,Trash,Fold (unplayable)
UTG+1,AA,Premium,Raise (almost always)
MP,AJs,Strong,"Call, fold to large 3-bet"
SB,KK,Premium,Raise (almost always)
SB,JJ,Strong,"Raise, call 3-bet in position"
UTG+1,QTo,Marginal,Fold (too weak early)
MP,72o,Trash,Fold (unplayable)
BB,KTs,Speculative,"Call if no raise, fold to raise"
UTG+1,T9s,Speculative,Fold (not profitable OOP)
BTN,87s,Speculative,"Call if no raise, fold to raise"
SB,QQ,Premium,Raise (almost always)
BB,AA,Premium,Raise (almost always)
MP,87s,Speculative,Fold (not profitable OOP)
UTG+1,T9s,Speculative,Fold (not profitable OOP)
UTG,J4o,Trash,Fold (unplayable)
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
HJ,JJ,Strong,"Call, fold to large 3-bet"
SB,AJs,Strong,"Raise, call 3-bet in position"
HJ,T9s,Speculative,Fold (not profitable OOP)
BB,72o,Trash,Fold (unplayable)
BB,83o,Trash,Fold (unplayable)
BTN,KK,Premium,Raise (almost always)
BB,QQ,Premium,Raise (almost always)
UTG,QQ,Premium,Raise (almost always)
BTN,J9s,Marginal,"Call if folded to, fold to aggression"
MP,JJ,Strong,"Call, fold to large 3-bet"
HJ,QQ,Premium,Raise (almost always)
BTN,TT,Strong,"Raise, call 3-bet in position"
MP,A5s,Speculative,Fold (not profitable OOP)
UTG+1,T3o,Trash,Fold (unplayable)
SB,98s,Speculative,"Call if no raise, fold to raise"
BB,AJs,Strong,"Call, fold to large 3-bet"
CO,AJs,Strong,"Raise, call 3-bet in position"
HJ,T9s,Speculative,Fold (not profitable OOP)
UTG,AQs,Strong,"Call, fold to large 3-bet"
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
UTG+1,72o,Trash,Fold (unplayable)
BTN,QQ,Premium,Raise (almost always)
MP,TT,Strong,"Call, fold to large 3-bet"
UTG,QTo,Marginal,Fold (too weak early)
SB,T9s,Speculative,"Call if no raise, fold to raise"
UTG+1,A5s,Speculative,Fold (not profitable OOP)
UTG+1,98s,Speculative,Fold (not profitable OOP)
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
UTG+1,J9s,Marginal,Fold (too weak early)
MP,QTo,Marginal,Fold (too weak early)
BTN,J9s,Marginal,"Call if folded to, fold to aggression"
UTG,KK,Premium,Raise (almost always)
UTG+1,83o,Trash,Fold (unplayable)
CO,83o,Trash,Fold (unplayable)
UTG,AJs,Strong,"Call, fold to large 3-bet"
BTN,AJs,Strong,"Raise, call 3-bet in position"
SB,AQs,Strong,"Raise, call 3-bet in position"
CO,AJs,Strong,"Raise, call 3-bet in position"
CO,J4o,Trash,Fold (unplayable)
BB,KK,Premium,Raise (almost always)
HJ,AQs,Strong,"Call, fold to large 3-bet"
UTG,TT,Strong,"Call, fold to large 3-bet"
UTG,QQ,Premium,Raise (almost always)
UTG+1,AA,Premium,Raise (almost always)
UTG+1,TT,Strong,"Call, fold to large 3-bet"
UTG,AJs,Strong,"Call, fold to large 3-bet"
BB,AKs,Premium,Raise (almost always)
UTG+1,T3o,Trash,Fold (unplayable)
HJ,72o,Trash,Fold (unplayable)
BB,KTs,Speculative,"Call if no raise, fold to raise"
UTG,AJs,Strong,"Call, fold to large 3-bet"
BTN,T9s,Speculative,"Call if no raise, fold to raise"
CO,98s,Speculative,Fold (not profitable OOP)
CO,KK,Premium,Raise (almost always)
