Position,Hand,Hand Type,Recommended Action
SB,T9s,Speculative,"Call if no raise, fold to raise"
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
BTN,J9s,Marginal,"Call if folded to, fold to aggression"
UTG,83o,Trash,Fold (unplayable)
MP,QTo,Marginal,Fold (too weak early)
UTG+1,83o,Trash,Fold (unplayable)
UTG,KTs,Speculative,Fold (not profitable OOP)
UTG,22,Marginal,Fold (too weak early)
CO,J9s,Marginal,"Call if folded to, fold to aggression"
CO,JJ,Strong,"Raise, call 3-bet in position"
SB,T9s,Speculative,"Call if no raise, fold to raise"
BTN,A5s,Speculative,"Call if no raise, fold to raise"
BB,TT,Strong,"Call, fold to large 3-bet"
BTN,AQs,Strong,"Raise, call 3-bet in position"
BB,A5s,Speculative,"Call if no raise, fold to raise"
CO,TT,Strong,"Raise, call 3-bet in position"
HJ,95o,Trash,Fold (unplayable)
UTG,72o,Trash,Fold (unplayable)
UTG+1,QQ,Premium,Raise (almost always)
SB,KK,Premium,Raise (almost always)
SB,AA,Premium,Raise (almost always)
UTG+1,95o,Trash,Fold (unplayable)
BTN,72o,Trash,Fold (unplayable)
UTG+1,AA,Premium,Raise (almost always)
UTG+1,87s,Speculative,Fold (not profitable OOP)
MP,AKs,Premium,Raise (almost always)
BTN,KJo,Marginal,"Call if folded to, fold to aggression"
CO,22,Marginal,"Call if folded to, fold to aggression"
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,T9s,Speculative,Fold (not profitable OOP)
HJ,QQ,Premium,Raise (almost always)
MP,87s,Speculative,Fold (not profitable OOP)
UTG+1,AKs,Premium,Raise (almost always)
UTG+1,A5s,Speculative,Fold (not profitable OOP)
SB,T3o,Trash,Fold (unplayable)
BTN,95o,Trash,Fold (unplayable)
HJ,J4o,Trash,Fold (unplayable)
HJ,QQ,Premium,Raise (almost always)
BTN,T9s,Speculative,"Call if no raise, fold to raise"
SB,22,Marginal,"Call if folded to, fold to aggression"
UTG+1,22,Marginal,Fold (too weak early)
UTG+1,A9o,Marginal,Fold (too weak early)
BTN,AKs,Premium,Raise (almost always)
UTG,JJ,Strong,"Call, fold to large 3-bet"
SB,AKs,Premium,Raise (almost always)
UTG,T9s,Speculative,Fold (not profitable OOP)
BTN,AQs,Strong,"Raise, call 3-bet in position"
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
UTG,83o,Trash,Fold (unplayable)
SB,KQs,Strong,"Raise, call 3-bet in position"
MP,J9s,Marginal,Fold (too weak early)
HJ,T9s,Speculative,Fold (not profitable OOP)
UTG,TT,Strong,"Call, fold to large 3-bet"
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
BTN,A5s,Speculative,"Call if no raise, fold to raise"
SB,QQ,Premium,Raise (almost always)
UTG,95o,Trash,Fold (unplayable)
BB,T3o,Trash,Fold (unplayable)
MP,A9o,Marginal,Fold (too weak early)
UTG+1,TT,Strong,"Call, fold to large 3-bet"
BTN,T3o,Trash,Fold (unplayable)
BTN,KK,Premium,Raise (almost always)
BB,87s,Speculative,"Call if no raise, fold to raise"
CO,J9s,Marginal,"Call if folded to, fold to aggression"
UTG+1,83o,Trash,Fold (unplayable)
SB,T9s,Speculative,"Call if no raise, fold to raise"
MP,95o,Trash,Fold (unplayable)
MP,AJs,Strong,"Call, fold to large 3-bet"
UTG,83o,Trash,Fold (unplayable)
BB,83o,Trash,Fold (unplayable)
CO,J4o,Trash,Fold (unplayable)
SB,AJs,Strong,"Raise, call 3-bet in position"
HJ,TT,Strong,"Call, fold to large 3-bet"
CO,A5s,Speculative,Fold (not profitable OOP)
MP,J4o,Trash,Fold (unplayable)
HJ,KK,Premium,Raise (almost always)
UTG,22,Marginal,Fold (too weak early)
BB,A5s,Speculative,"Call if no raise, fold to raise"
CO,AJs,Strong,"Raise, call 3-bet in position"
CO,J4o,Trash,Fold (unplayable)
HJ,T3o,Trash,Fold (unplayable)
HJ,KQs,Strong,"Call, fold to large 3-bet"
CO,KQs,Strong,"Raise, call 3-bet in position"
BB,AA,Premium,Raise (almost always)
CO,TT,Strong,"Raise, call 3-bet in position"
SB,T3o,Trash,Fold (unplayable)
MP,QQ,Premium,Raise (almost always)
UTG+1,J4o,Trash,Fold (unplayable)
BTN,22,Marginal,"Call if folded to, fold to aggression"
BB,AQs,Strong,"Call, fold to large 3-bet"
UTG+1,QTo,Marginal,Fold (too weak early)
MP,AQs,Strong,"Call, fold to large 3-bet"
UTG+1,AKs,Premium,Raise (almost always)
HJ,KJo,Marginal,"Call if folded to, fold to aggression"
HJ,AQs,Strong,"Call, fold to large 3-bet"
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
MP,A5s,Speculative,Fold (not profitable OOP)
SB,J4o,Trash,Fold (unplayable)
BB,KTs,Speculative,"Call if no raise, fold to raise"
UTG+1,J9s,Marginal,Fold (too weak early)
UTG+1,KTs,Speculative,Fold (not profitable OOP)
UTG,J4o,Trash,Fold (unplayable)
MP,AQs,Strong,"Call, fold to large 3-bet"
BTN,TT,Strong,"Raise, call 3-bet in position"
BB,KK,Premium,Raise (almost always)
BTN,83o,Trash,Fold (unplayable)
BTN,QQ,Premium,Raise (almost always)
UTG+1,KK,Premium,Raise (almost always)
MP,QTo,Marginal,Fold (too weak early)
BB,AJs,Strong,"Call, fold to large 3-bet"
BTN,KTs,Speculative,"Call if no raise, fold to raise"
CO,AA,Premium,Raise (almost always)
MP,AA,Premium,Raise (almost always)
UTG+1,72o,Trash,Fold (unplayable)
MP,J9s,Marginal,Fold (too weak early)
MP,87s,Speculative,Fold (not profitable OOP)
BTN,T9s,Speculative,"Call if no raise, fold to raise"
CO,95o,Trash,Fold (unplayable)
UTG,22,Marginal,Fold (too weak early)
CO,AQs,Strong,"Raise, call 3-bet in position"
MP,KQs,Strong,"Call, fold to large 3-bet"
CO,KK,Premium,Raise (almost always)
SB,AKs,Premium,Raise (almost always)
UTG+1,QTo,Marginal,Fold (too weak early)
UTG+1,83o,Trash,Fold (unplayable)
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
SB,AA,Premium,Raise (almost always)
SB,AA,Premium,Raise (almost always)
SB,J4o,Trash,Fold (unplayable)
SB,AKs,Premium,Raise (almost always)
MP,AA,Premium,Raise (almost always)
HJ,TT,Strong,"Call, fold to large 3-bet"
SB,AKs,Premium,Raise (almost always)
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BTN,KJo,Marginal,"Call if folded to, fold to aggression"
UTG,A9o,Marginal,Fold (too weak early)
BTN,TT,Strong,"Raise, call 3-bet in position"
UTG+1,QTo,Marginal,Fold (too weak early)
SB,QTo,Marginal,"Call if folded to, fold to aggression"
BB,AKs,Premium,Raise (almost always)
MP,KJo,Marginal,Fold (too weak early)
BTN,87s,Speculative,"Call if no raise, fold to raise"
UTG+1,KJo,Marginal,Fold (too weak early)
SB,AKs,Premium,Raise (almost always)
UTG,83o,Trash,Fold (unplayable)
HJ,A5s,Speculative,Fold (not profitable OOP)
BTN,J9s,Marginal,"Call if folded to, fold to aggression"
UTG+1,KQs,Strong,"Call, fold to large 3-bet"
BB,22,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
CO,A9o,Marginal,"Call if folded to, fold to aggression"
CO,AKs,Premium,Raise (almost always)
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
HJ,AQs,Strong,"Call, fold to large 3-bet"
HJ,QQ,Premium,Raise (almost always)
SB,AJs,Strong,"Raise, call 3-bet in position"
SB,22,Marginal,"Call if folded to, fold to aggression"
HJ,KQs,Strong,"Call, fold to large 3-bet"
BTN,AQs,Strong,"Raise, call 3-bet in position"
HJ,QTo,Marginal,"Call if folded to, fold to aggression"
UTG+1,TT,Strong,"Call, fold to large 3-bet"
CO,KQs,Strong,"Raise, call 3-bet in position"
SB,T3o,Trash,Fold (unplayable)
BTN,83o,Trash,Fold (unplayable)
BB,83o,Trash,Fold (unplayable)
MP,98s,Speculative,Fold (not profitable OOP)
SB,QQ,Premium,Raise (almost always)
MP,KTs,Speculative,Fold (not profitable OOP)
MP,AA,Premium,Raise (almost always)
MP,72o,Trash,Fold (unplayable)
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
UTG+1,A5s,Speculative,Fold (not profitable OOP)
CO,KK,Premium,Raise (almost always)
SB,T3o,Trash,Fold (unplayable)
UTG,72o,Trash,Fold (unplayable)
BB,KK,Premium,Raise (almost always)
MP,J9s,Marginal,Fold (too weak early)
BTN,22,Marginal,"Call if folded to, fold to aggression"
HJ,TT,Strong,"Call, fold to large 3-bet"
UTG+1,22,Marginal,Fold (too weak early)
SB,83o,Trash,Fold (unplayable)
UTG+1,A5s,Speculative,Fold (not profitable OOP)
UTG+1,QTo,Marginal,Fold (too weak early)
MP,J9s,Marginal,Fold (too weak early)
SB,JJ,Strong,"Raise, call 3-bet in position"
UTG,KJo,Marginal,Fold (too weak early)
CO,AKs,Premium,Raise (almost always)
BB,AKs,Premium,Raise (almost always)
BB,T9s,Speculative,"Call if no raise, fold to raise"
UTG,KJo,Marginal,Fold (too weak early)
MP,J4o,Trash,Fold (unplayable)
MP,A9o,Marginal,Fold (too weak early)
UTG+1,TT,Strong,"Call, fold to large 3-bet"
BTN,83o,Trash,Fold (unplayable)
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,83o,Trash,Fold (unplayable)
CO,TT,Strong,"Raise, call 3-bet in position"
CO,22,Marginal,"Call if folded to, fold to aggression"
UTG+1,83o,Trash,Fold (unplayable)
CO,JJ,Strong,"Raise, call 3-bet in position"
BTN,98s,Speculative,"Call if no raise, fold to raise"
CO,KQs,Strong,"Raise, call 3-bet in position"
SB,83o,Trash,Fold (unplayable)
HJ,22,Marginal,"Call if folded to, fold to aggression"
HJ,AQs,Strong,"Call, fold to large 3-bet"
UTG+1,KTs,Speculative,Fold (not profitable OOP)
CO,JJ,Strong,"Raise, call 3-bet in position"
BTN,22,Marginal,"Call if folded to, fold to aggression"
BTN,TT,Strong,"Raise, call 3-bet in position"
SB,98s,Speculative,"Call if no raise, fold to raise"
CO,AA,Premium,Raise (almost always)
BTN,J4o,Trash,Fold (unplayable)
UTG+1,A5s,Speculative,Fold (not profitable OOP)
BTN,AQs,Strong,"Raise, call 3-bet in position"
UTG,A9o,Marginal,Fold (too weak early)
SB,QTo,Marginal,"Call if folded to, fold to aggression"
UTG+1,TT,Strong,"Call, fold to large 3-bet"
UTG+1,95o,Trash,Fold (unplayable)
BTN,AJs,Strong,"Raise, call 3-bet in position"
BB,A5s,Speculative,"Call if no raise, fold to raise"
UTG+1,J9s,Marginal,Fold (too weak early)
UTG+1,QQ,Premium,Raise (almost always)
CO,JJ,Strong,"Raise, call 3-bet in position"
SB,J9s,Marginal,"Call if folded to, fold to aggression"
CO,98s,Speculative,Fold (not profitable OOP)
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
BTN,AA,Premium,Raise (almost always)
BB,T9s,Speculative,"Call if no raise, fold to raise"
BB,T3o,Trash,Fold (unplayable)
MP,AQs,Strong,"Call, fold to large 3-bet"
SB,KJo,Marginal,"Call if folded to, fold to aggression"
BTN,KJo,Marginal,"Call if folded to, fold to aggression"
UTG+1,T3o,Trash,Fold (unplayable)
HJ,98s,Speculative,Fold (not profitable OOP)
MP,KK,Premium,Raise (almost always)
SB,T3o,Trash,Fold (unplayable)
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
SB,QQ,Premium,Raise (almost always)
CO,AKs,Premium,Raise (almost always)
HJ,98s,Speculative,Fold (not profitable OOP)
MP,QTo,Marginal,Fold (too weak early)
UTG,AJs,Strong,"Call, fold to large 3-bet"
UTG+1,KK,Premium,Raise (almost always)
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
SB,AQs,Strong,"Raise, call 3-bet in position"
CO,AA,Premium,Raise (almost always)
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
BB,TT,Strong,"Call, fold to large 3-bet"
CO,T3o,Trash,Fold (unplayable)
CO,QQ,Premium,Raise (almost always)
BTN,QQ,Premium,Raise (almost always)
CO,AKs,Premium,Raise (almost always)
UTG+1,QTo,Marginal,Fold (too weak early)
UTG+1,QQ,Premium,Raise (almost always)
UTG+1,QQ,Premium,Raise (almost always)
UTG+1,QTo,Marginal,Fold (too weak early)
MP,T9s,Speculative,Fold (not profitable OOP)
SB,83o,Trash,Fold (unplayable)
UTG,87s,Speculative,Fold (not profitable OOP)
BTN,98s,Speculative,"Call if no raise, fold to raise"
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
HJ,JJ,Strong,"Call, fold to large 3-bet"
SB,87s,Speculative,"Call if no raise, fold to raise"
BTN,J4o,Trash,Fold (unplayable)
UTG+1,A5s,Speculative,Fold (not profitable OOP)
MP,A9o,Marginal,Fold (too weak early)
SB,KJo,Marginal,"Call if folded to, fold to aggression"
UTG,A9o,Marginal,Fold (too weak early)
UTG,KQs,Strong,"Call, fold to large 3-bet"
CO,98s,Speculative,Fold (not profitable OOP)
CO,QQ,Premium,Raise (almost always)
HJ,KK,Premium,Raise (almost always)
BTN,98s,Speculative,"Call if no raise, fold to raise"
UTG+1,72o,Trash,Fold (unplayable)
BB,JJ,Strong,"Call, fold to large 3-bet"
HJ,72o,Trash,Fold (unplayable)
MP,KK,Premium,Raise (almost always)
CO,T9s,Speculative,Fold (not profitable OOP)
UTG+1,TT,Strong,"Call, fold to large 3-bet"
UTG+1,AA,Premium,Raise (almost always)
HJ,T9s,Speculative,Fold (not profitable OOP)
UTG,A9o,Marginal,Fold (too weak early)
UTG+1,KTs,Speculative,Fold (not profitable OOP)
CO,KK,Premium,Raise (almost always)
SB,A5s,Speculative,"Call if no raise, fold to raise"
UTG+1,95o,Trash,Fold (unplayable)
BB,KQs,Strong,"Call, fold to large 3-bet"
UTG+1,AA,Premium,Raise (almost always)
MP,T3o,Trash,Fold (unplayable)
BTN,A5s,Speculative,"Call if no raise, fold to raise"
HJ,KK,Premium,Raise (almost always)
UTG+1,KJo,Marginal,Fold (too weak early)
BB,AJs,Strong,"Call, fold to large 3-bet"
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
HJ,72o,Trash,Fold (unplayable)
BTN,AKs,Premium,Raise (almost always)
HJ,22,Marginal,"Call if folded to, fold to aggression"
BB,T3o,Trash,Fold (unplayable)
SB,T3o,Trash,Fold (unplayable)
MP,JJ,Strong,"Call, fold to large 3-bet"
UTG+1,KQs,Strong,"Call, fold to large 3-bet"
HJ,AKs,Premium,Raise (almost always)
BB,AKs,Premium,Raise (almost always)
UTG,KK,Premium,Raise (almost always)
SB,TT,Strong,"Raise, call 3-bet in position"
BTN,T9s,Speculative,"Call if no raise, fold to raise"
BB,KK,Premium,Raise (almost always)
UTG,A9o,Marginal,Fold (too weak early)
SB,QTo,Marginal,"Call if folded to, fold to aggression"
UTG+1,22,Marginal,Fold (too weak early)
SB,J9s,Marginal,"Call if folded to, fold to aggression"
MP,AKs,Premium,Raise (almost always)
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG,83o,Trash,Fold (unplayable)
UTG,KQs,Strong,"Call, fold to large 3-bet"
BB,AQs,Strong,"Call, fold to large 3-bet"
UTG,KK,Premium,Raise (almost always)
MP,22,Marginal,Fold (too weak early)
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
SB,AA,Premium,Raise (almost always)
BB,AA,Premium,Raise (almost always)
BTN,AA,Premium,Raise (almost always)
CO,95o,Trash,Fold (unplayable)
UTG,QQ,Premium,Raise (almost always)
BB,KK,Premium,Raise (almost always)
BTN,AQs,Strong,"Raise, call 3-bet in position"
MP,83o,Trash,Fold (unplayable)
SB,AA,Premium,Raise (almost always)
UTG,A5s,Speculative,Fold (not profitable OOP)
CO,JJ,Strong,"Raise, call 3-bet in position"
MP,JJ,Strong,"Call, fold to large 3-bet"
SB,A5s,Speculative,"Call if no raise, fold to raise"
SB,98s,Speculative,"Call if no raise, fold to raise"
BB,TT,Strong,"Call, fold to large 3-bet"
BB,AA,Premium,Raise (almost always)
MP,KTs,Speculative,Fold (not profitable OOP)
SB,T3o,Trash,Fold (unplayable)
UTG,QTo,Marginal,Fold (too weak early)
CO,QTo,Marginal,"Call if folded to, fold to aggression"
BTN,87s,Speculative,"Call if no raise, fold to raise"
UTG,AKs,Premium,Raise (almost always)
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG,22,Marginal,Fold (too weak early)
BB,72o,Trash,Fold (unplayable)
UTG+1,KTs,Speculative,Fold (not profitable OOP)
CO,QTo,Marginal,"Call if folded to, fold to aggression"
SB,AA,Premium,Raise (almost always)
BTN,AQs,Strong,"Raise, call 3-bet in position"
SB,QQ,Premium,Raise (almost always)
CO,72o,Trash,Fold (unplayable)
BB,AQs,Strong,"Call, fold to large 3-bet"
CO,A9o,Marginal,"Call if folded to, fold to aggression"
SB,AA,Premium,Raise (almost always)
BB,83o,Trash,Fold (unplayable)
CO,72o,Trash,Fold (unplayable)
UTG+1,A5s,Speculative,Fold (not profitable OOP)
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
CO,TT,Strong,"Raise, call 3-bet in position"
CO,83o,Trash,Fold (unplayable)
CO,AA,Premium,Raise (almost always)
SB,JJ,Strong,"Raise, call 3-bet in position"
UTG,QQ,Premium,Raise (almost always)
MP,J4o,Trash,Fold (unplayable)
MP,95o,Trash,Fold (unplayable)
BTN,J4o,Trash,Fold (unplayable)
BB,KK,Premium,Raise (almost always)
UTG+1,KJo,Marginal,Fold (too weak early)
BTN,AQs,Strong,"Raise, call 3-bet in position"
BB,KQs,Strong,"Call, fold to large 3-bet"
UTG,QQ,Premium,Raise (almost always)
UTG+1,98s,Speculative,Fold (not profitable OOP)
HJ,22,Marginal,"Call if folded to, fold to aggression"
BB,KTs,Speculative,"Call if no raise, fold to raise"
BB,KQs,Strong,"Call, fold to large 3-bet"
MP,JJ,Strong,"Call, fold to large 3-bet"
BB,QQ,Premium,Raise (almost always)
SB,TT,Strong,"Raise, call 3-bet in position"
SB,KQs,Strong,"Raise, call 3-bet in position"
BTN,T9s,Speculative,"Call if no raise, fold to raise"
HJ,KTs,Speculative,Fold (not profitable OOP)
HJ,87s,Speculative,Fold (not profitable OOP)
BB,83o,Trash,Fold (unplayable)
UTG+1,72o,Trash,Fold (unplayable)
UTG+1,22,Marginal,Fold (too weak early)
BTN,KQs,Strong,"Raise, call 3-bet in position"
BTN,AQs,Strong,"Raise, call 3-bet in position"
HJ,AA,Premium,Raise (almost always)
BB,AKs,Premium,Raise (almost always)
CO,A5s,Speculative,Fold (not profitable OOP)
HJ,98s,Speculative,Fold (not profitable OOP)
UTG+1,TT,Strong,"Call, fold to large 3-bet"
SB,83o,Trash,Fold (unplayable)
SB,83o,Trash,Fold (unplayable)
BB,AQs,Strong,"Call, fold to large 3-bet"
UTG+1,KJo,Marginal,Fold (too weak early)
HJ,KJo,Marginal,"Call if folded to, fold to aggression"
CO,AQs,Strong,"Raise, call 3-bet in position"
SB,KTs,Speculative,"Call if no raise, fold to raise"
CO,87s,Speculative,Fold (not profitable OOP)
HJ,A5s,Speculative,Fold (not profitable OOP)
CO,TT,Strong,"Raise, call 3-bet in position"
MP,83o,Trash,Fold (unplayable)
HJ,KJo,Marginal,"Call if folded to, fold to aggression"
CO,QTo,Marginal,"Call if folded to, fold to aggression"
UTG,98s,Speculative,Fold (not profitable OOP)
SB,72o,Trash,Fold (unplayable)
BTN,KQs,Strong,"Raise, call 3-bet in position"
UTG+1,AA,Premium,Raise (almost always)
HJ,T3o,Trash,Fold (unplayable)
SB,TT,Strong,"Raise, call 3-bet in position"
MP,A5s,Speculative,Fold (not profitable OOP)
SB,J9s,Marginal,"Call if folded to, fold to aggression"
MP,KK,Premium,Raise (almost always)
HJ,A5s,Speculative,Fold (not profitable OOP)
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
SB,A9o,Marginal,"Call if folded to, fold to aggression"
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
BB,83o,Trash,Fold (unplayable)
UTG,TT,Strong,"Call, fold to large 3-bet"
UTG+1,98s,Speculative,Fold (not profitable OOP)
SB,QTo,Marginal,"Call if folded to, fold to aggression"
CO,22,Marginal,"Call if folded to, fold to aggression"
UTG+1,72o,Trash,Fold (unplayable)
UTG+1,T9s,Speculative,Fold (not profitable OOP)
MP,J4o,Trash,Fold (unplayable)
UTG,QTo,Marginal,Fold (too weak early)
BTN,T9s,Speculative,"Call if no raise, fold to raise"
UTG+1,72o,Trash,Fold (unplayable)
BTN,AA,Premium,Raise (almost always)
